mean,sd,maxv,minv,median,skew,kurtosis,q1,q3,mode,iqr
8.015869855825682e-18,0.28867513452133436,0.49998871866609507,-0.49998871866609507,0.0,1.2844337314403875e-16,-1.2000000012217773,-0.24999435933304753,0.24999435933304753,-0.49998871866609507,0.49998871866609507
