mean,sd,maxv,minv,median,skew,kurtosis,q1,q3,mode,iqr,,,,Sex,Age
0,0.288675135,0.499987666,-0.499987666,0,1.64E-17,-1.200000001,-0.249993833,0.249993833,-0.499987666,0.499987666,,,,Female,22
0,0.288675134,0.49998341,-0.49998341,0,-4.41E-17,-1.200000003,-0.249991705,0.249991705,-0.49998341,0.49998341,,,,Female,22
-8.73E-18,0.288675135,0.499987202,-0.499987202,0,2.74E-17,-1.200000002,-0.249993601,0.249993601,-0.499987202,0.499987202,,,,Female,22
1.05E-18,0.288675134,0.499981445,-0.499981445,0,4.37E-18,-1.200000003,-0.249990723,0.249990723,-0.499981445,0.499981445,,,,Female,22
2.28E-17,0.288675134,0.499983267,-0.499983267,0,-4.94E-18,-1.200000003,-0.249991633,0.249991633,-0.499983267,0.499983267,,,,Female,22
-1.06E-05,0.288675135,0.499978827,-0.5,-1.06E-05,-1.84E-16,-1.200000001,-0.250005293,0.24998412,-0.5,0.499989414,,,,Female,17
-1.44E-05,0.288675134,0.499971168,-0.5,-1.44E-05,3.14E-17,-1.200000002,-0.250007208,0.249978376,-0.5,0.499985584,,,,Female,17
4.42E-18,0.288675135,0.499987829,-0.499987829,0,-4.19E-17,-1.200000001,-0.249993914,0.249993914,-0.499987829,0.499987829,,,,Female,17
-9.01E-19,0.288675134,0.499985088,-0.499985088,0,5.42E-17,-1.200000002,-0.249992544,0.249992544,-0.499985088,0.499985088,,,,Female,17
-1.34E-05,0.288675134,0.499973279,-0.5,-1.34E-05,-3.55E-16,-1.200000002,-0.25000668,0.249979959,-0.5,0.49998664,,,,Female,17
-1.47E-05,0.288675134,0.499970533,-0.5,-1.47E-05,2.13E-16,-1.200000002,-0.250007367,0.2499779,-0.5,0.499985266,,,,Female,21
1.75E-17,0.288675135,0.499990083,-0.499990083,0,8.43E-18,-1.200000001,-0.249995042,0.249995042,-0.499990083,0.499990083,,,,Male,19
2.33E-17,0.288675134,0.499982922,-0.499982922,0,-9.96E-17,-1.200000003,-0.249991461,0.249991461,-0.499982922,0.499982922,,,,Female,19
1.41E-17,0.288675135,0.499991138,-0.499991138,0,-2.98E-17,-1.200000001,-0.249995569,0.249995569,-0.499991138,0.499991138,,,,Female,25
-8.63E-18,0.288675134,0.499985543,-0.499985543,0,9.94E-17,-1.200000002,-0.249992771,0.249992771,-0.499985543,0.499985543,,,,Female,25
2.31E-18,0.288675134,0.49998643,-0.49998643,0,-9.44E-17,-1.200000002,-0.249993215,0.249993215,-0.49998643,0.49998643,,,,Female,25
-1.27E-05,0.288675135,0.499974685,-0.5,-1.27E-05,2.99E-17,-1.200000002,-0.250006329,0.249981014,-0.5,0.499987342,,,,Female,25
-1.51E-05,0.288675134,0.499969779,-0.5,-1.51E-05,-2.68E-17,-1.200000002,-0.250007555,0.249977335,-0.5,0.49998489,,,,Female,25
-1.63E-05,0.288675134,0.499967374,-0.5,-1.63E-05,-6.75E-17,-1.200000003,-0.250008157,0.24997553,-0.5,0.499983687,,,,Male,19
-2.97E-18,0.288675135,0.499988397,-0.499988397,0,-1.38E-17,-1.200000001,-0.249994198,0.249994198,-0.499988397,0.499988397,,,,Male,19
-8.52E-06,0.288675135,0.499982956,-0.5,-8.52E-06,-2.09E-16,-1.200000001,-0.250004261,0.249987217,-0.5,0.499991478,,,,Male,22
6.19E-18,0.288675135,0.499988221,-0.499988221,0,5.91E-18,-1.200000001,-0.249994111,0.249994111,-0.499988221,0.499988221,,,,Male,21
6.32E-18,0.288675134,0.49998067,-0.49998067,0,5.36E-18,-1.200000004,-0.249990335,0.249990335,-0.49998067,0.49998067,,,,Male,21
-1.53E-05,0.288675134,0.499969304,-0.5,-1.53E-05,3.63E-16,-1.200000002,-0.250007674,0.249976978,-0.5,0.499984652,,,,Male,21
-1.10E-17,0.288675134,0.499983857,-0.499983857,0,-9.54E-18,-1.200000003,-0.249991928,0.249991928,-0.499983857,0.499983857,,,,Male,21
3.32E-18,0.288675134,0.499980517,-0.499980517,0,3.98E-18,-1.200000004,-0.249990258,0.249990258,-0.499980517,0.499980517,,,,Male,21
1.60E-17,0.288675135,0.49999019,-0.49999019,0,-1.17E-17,-1.200000001,-0.249995095,0.249995095,-0.49999019,0.49999019,,,,Male,14
-7.92E-06,0.288675135,0.499984159,-0.5,-7.92E-06,2.59E-16,-1.200000001,-0.25000396,0.249988119,-0.5,0.49999208,,,,Female,18
-1.26E-17,0.288675134,0.499986176,-0.499986176,0,-4.85E-18,-1.200000002,-0.249993088,0.249993088,-0.499986176,0.499986176,,,,Female,18
-1.14E-05,0.288675135,0.499977126,-0.5,-1.14E-05,2.15E-16,-1.200000001,-0.250005718,0.249982845,-0.5,0.499988563,,,,Female,18
1.40E-17,0.288675134,0.499984639,-0.499984639,0,9.07E-18,-1.200000002,-0.24999232,0.24999232,-0.499984639,0.499984639,,,,Female,18
-1.38E-05,0.288675134,0.499972337,-0.5,-1.38E-05,-2.35E-16,-1.200000002,-0.250006916,0.249979253,-0.5,0.499986169,,,,Female,18
2.17E-17,0.288675134,0.499985876,-0.499985876,0,-3.58E-17,-1.200000002,-0.249992938,0.249992938,-0.499985876,0.499985876,,,,Female,19
-2.10E-05,0.288675134,0.499957997,-0.5,-2.10E-05,-1.98E-16,-1.200000004,-0.250010501,0.249968498,-0.5,0.499978999,,,,Female,19
-1.05E-17,0.288675135,0.499988161,-0.499988161,0,-1.59E-17,-1.200000001,-0.249994081,0.249994081,-0.499988161,0.499988161,,,,Female,19
0,0.288675134,0.499984487,-0.499984487,0,1.83E-17,-1.200000002,-0.249992243,0.249992243,-0.499984487,0.499984487,,,,Female,19
-5.43E-19,0.288675134,0.499980877,-0.499980877,0,-4.96E-17,-1.200000004,-0.249990439,0.249990439,-0.499980877,0.499980877,,,,Female,19
-1.26E-05,0.288675135,0.499974782,-0.5,-1.26E-05,1.06E-16,-1.200000002,-0.250006305,0.249981086,-0.5,0.499987391,,,,Male,20
-1.17E-05,0.288675135,0.499976693,-0.5,-1.17E-05,1.40E-16,-1.200000001,-0.250005827,0.24998252,-0.5,0.499988347,,,,Male,20
1.53E-17,0.288675135,0.499988568,-0.499988568,0,3.29E-17,-1.200000001,-0.249994284,0.249994284,-0.499988568,0.499988568,,,,Male,23
-2.01E-05,0.288675134,0.499959742,-0.5,-2.01E-05,2.01E-16,-1.200000004,-0.250010064,0.249969807,-0.5,0.499979871,,,,Male,23
0,0.288675134,0.499984168,-0.499984168,0,2.81E-17,-1.200000002,-0.249992084,0.249992084,-0.499984168,0.499984168,,,,Male,23
-1.85E-05,0.288675134,0.499962993,-0.5,-1.85E-05,-2.32E-16,-1.200000003,-0.250009252,0.249972245,-0.5,0.499981497,,,,Male,23
-9.62E-19,0.288675134,0.499979945,-0.499979945,0,6.01E-17,-1.200000004,-0.249989972,0.249989972,-0.499979945,0.499979945,,,,Male,23
-4.48E-18,0.288675134,0.499986867,-0.499986867,0,5.92E-17,-1.200000002,-0.249993433,0.249993433,-0.499986867,0.499986867,,,,Male,18
-1.98E-05,0.288675134,0.499960343,-0.5,-1.98E-05,2.00E-16,-1.200000004,-0.250009914,0.249970257,-0.5,0.499980171,,,,Male,18
-1.47E-05,0.288675134,0.499970649,-0.5,-1.47E-05,4.77E-17,-1.200000002,-0.250007338,0.249977986,-0.5,0.499985324,,,,Male,18
9.49E-18,0.288675134,0.499979134,-0.499979134,0,3.70E-17,-1.200000004,-0.249989567,0.249989567,-0.499979134,0.499979134,,,,Male,18
1.26E-17,0.288675134,0.499981495,-0.499981495,0,2.09E-17,-1.200000003,-0.249990747,0.249990747,-0.499981495,0.499981495,,,,Male,18
-1.19E-05,0.288675135,0.499976238,-0.5,-1.19E-05,2.39E-17,-1.200000001,-0.25000594,0.249982179,-0.5,0.499988119,,,,Male,21
-6.30E-06,0.288675135,0.499987399,-0.5,-6.30E-06,-4.76E-17,-1.2,-0.25000315,0.249990549,-0.5,0.4999937,,,,Male,17
-6.19E-06,0.288675135,0.499987627,-0.5,-6.19E-06,2.35E-16,-1.2,-0.250003093,0.249990721,-0.5,0.499993814,,,,Male,26
-1.14E-05,0.288675135,0.499977295,-0.5,-1.14E-05,6.26E-17,-1.200000001,-0.250005676,0.249982972,-0.5,0.499988648,,,,Female,19
1.00E-17,0.288675134,0.499984844,-0.499984844,0,3.10E-17,-1.200000002,-0.249992422,0.249992422,-0.499984844,0.499984844,,,,Female,19
-1.22E-05,0.288675135,0.499975667,-0.5,-1.22E-05,9.69E-17,-1.200000001,-0.250006083,0.24998175,-0.5,0.499987833,,,,Female,19
-1.79E-05,0.288675134,0.499964217,-0.5,-1.79E-05,-1.20E-16,-1.200000003,-0.250008946,0.249973163,-0.5,0.499982108,,,,Female,19
-1.76E-05,0.288675134,0.499964843,-0.5,-1.76E-05,-7.14E-17,-1.200000003,-0.250008789,0.249973632,-0.5,0.499982422,,,,Female,19
-5.56E-18,0.288675135,0.499987778,-0.499987778,0,-4.69E-17,-1.200000001,-0.249993889,0.249993889,-0.499987778,0.499987778,,,,Female,21
2.00E-17,0.288675135,0.499991222,-0.499991222,0,-2.46E-17,-1.200000001,-0.249995611,0.249995611,-0.499991222,0.499991222,,,,Female,22
-4.86E-18,0.288675134,0.499980988,-0.499980988,0,-4.65E-17,-1.200000003,-0.249990494,0.249990494,-0.499980988,0.499980988,,,,Female,22
-1.42E-05,0.288675134,0.499971667,-0.5,-1.42E-05,-6.72E-17,-1.200000002,-0.250007083,0.24997875,-0.5,0.499985833,,,,Female,22
-2.09E-05,0.288675134,0.499958264,-0.5,-2.09E-05,3.70E-17,-1.200000004,-0.250010434,0.249968698,-0.5,0.499979132,,,,Female,22
0,0.288675134,0.499983446,-0.499983446,0,-4.89E-18,-1.200000003,-0.249991723,0.249991723,-0.499983446,0.499983446,,,,Female,22
-7.30E-06,0.288675135,0.499985404,-0.5,-7.30E-06,-1.30E-17,-1.200000001,-0.250003649,0.249989053,-0.5,0.499992702,,,,Male,19
-1.18E-17,0.288675134,0.499987002,-0.499987002,0,3.74E-17,-1.200000002,-0.249993501,0.249993501,-0.499987002,0.499987002,,,,Female,19
-1.81E-05,0.288675134,0.499963828,-0.5,-1.81E-05,2.07E-16,-1.200000003,-0.250009043,0.249972871,-0.5,0.499981914,,,,Female,19
-1.44E-17,0.288675134,0.49998414,-0.49998414,0,-1.87E-17,-1.200000002,-0.24999207,0.24999207,-0.49998414,0.49998414,,,,Female,19
-1.84E-05,0.288675134,0.499963173,-0.5,-1.84E-05,-4.81E-16,-1.200000003,-0.250009207,0.24997238,-0.5,0.499981587,,,,Female,19
0,0.288675134,0.499984653,-0.499984653,0,1.13E-16,-1.200000002,-0.249992326,0.249992326,-0.499984653,0.499984653,,,,Female,19
-1.36E-05,0.288675134,0.499972826,-0.5,-1.36E-05,1.39E-16,-1.200000002,-0.250006793,0.24997962,-0.5,0.499986413,,,,Female,18
-1.67E-05,0.288675134,0.499966636,-0.5,-1.67E-05,1.54E-16,-1.200000003,-0.250008341,0.249974977,-0.5,0.499983318,,,,Female,18
9.49E-18,0.288675134,0.4999833,-0.4999833,0,8.63E-18,-1.200000003,-0.24999165,0.24999165,-0.4999833,0.4999833,,,,Female,18
-1.75E-05,0.288675134,0.499964971,-0.5,-1.75E-05,7.76E-17,-1.200000003,-0.250008757,0.249973728,-0.5,0.499982486,,,,Female,18
-2.04E-05,0.288675134,0.499959234,-0.5,-2.04E-05,4.09E-16,-1.200000004,-0.250010192,0.249969425,-0.5,0.499979617,,,,Female,18
-6.66E-06,0.288675135,0.499986683,-0.5,-6.66E-06,-2.34E-19,-1.2,-0.250003329,0.249990012,-0.5,0.499993341,,,,Female,23
9.92E-18,0.288675135,0.499989092,-0.499989092,0,3.46E-17,-1.200000001,-0.249994546,0.249994546,-0.499989092,0.499989092,,,,Male,35
4.80E-18,0.288675135,0.499989455,-0.499989455,0,2.02E-17,-1.200000001,-0.249994728,0.249994728,-0.499989455,0.499989455,,,,Male,21
2.51E-18,0.288675135,0.499988954,-0.499988954,0,-1.19E-17,-1.200000001,-0.249994477,0.249994477,-0.499988954,0.499988954,,,,Male,28
-9.96E-06,0.288675135,0.49998008,-0.5,-9.96E-06,3.55E-16,-1.200000001,-0.25000498,0.24998506,-0.5,0.49999004,,,,Male,23
-1.25E-05,0.288675135,0.499975005,-0.5,-1.25E-05,2.40E-16,-1.200000001,-0.250006249,0.249981254,-0.5,0.499987502,,,,Male,20
-1.19E-17,0.288675135,0.499991269,-0.499991269,0,-7.41E-17,-1.200000001,-0.249995634,0.249995634,-0.499991269,0.499991269,,,,Female,20
5.66E-18,0.288675135,0.499987545,-0.499987545,0,-1.29E-17,-1.200000001,-0.249993772,0.249993772,-0.499987545,0.499987545,,,,Female,28
-1.19E-05,0.288675135,0.499976142,-0.5,-1.19E-05,7.35E-17,-1.200000001,-0.250005965,0.249982106,-0.5,0.499988071,,,,Male,21
-1.04E-05,0.288675135,0.499979185,-0.5,-1.04E-05,4.83E-16,-1.200000001,-0.250005204,0.249984389,-0.5,0.499989592,,,,Male,28
-1.80E-05,0.288675134,0.499963938,-0.5,-1.80E-05,-3.34E-16,-1.200000003,-0.250009016,0.249972953,-0.5,0.499981969,,,,Male,35
-1.36E-05,0.288675134,0.499972719,-0.5,-1.36E-05,-2.72E-16,-1.200000002,-0.25000682,0.24997954,-0.5,0.49998636,,,,Male,20
-1.16E-05,0.288675135,0.499976792,-0.5,-1.16E-05,-2.12E-16,-1.200000001,-0.250005802,0.249982594,-0.5,0.499988396,,,,Female,19
-1.83E-05,0.288675134,0.499963418,-0.5,-1.83E-05,2.34E-16,-1.200000003,-0.250009145,0.249972564,-0.5,0.499981709,,,,Female,19
-1.45E-05,0.288675134,0.499970934,-0.5,-1.45E-05,-2.98E-17,-1.200000002,-0.250007267,0.2499782,-0.5,0.499985467,,,,Female,19
0,0.288675134,0.499983505,-0.499983505,0,-3.41E-17,-1.200000003,-0.249991753,0.249991753,-0.499983505,0.499983505,,,,Female,19
-3.76E-18,0.288675134,0.499983442,-0.499983442,0,6.60E-17,-1.200000003,-0.249991721,0.249991721,-0.499983442,0.499983442,,,,Female,19
-8.81E-18,0.288675135,0.499990317,-0.499990317,0,7.25E-17,-1.200000001,-0.249995158,0.249995158,-0.499990317,0.499990317,,,,Male,25
-5.02E-18,0.288675135,0.499988971,-0.499988971,0,3.90E-17,-1.200000001,-0.249994485,0.249994485,-0.499988971,0.499988971,,,,Male,22
-9.35E-06,0.288675135,0.499981297,-0.5,-9.35E-06,5.18E-18,-1.200000001,-0.250004676,0.249985972,-0.5,0.499990648,,,,Male,22
-9.66E-06,0.288675135,0.499980673,-0.5,-9.66E-06,3.43E-17,-1.200000001,-0.250004832,0.249985505,-0.5,0.499990337,,,,Male,21
-9.13E-06,0.288675135,0.499981741,-0.5,-9.13E-06,6.72E-17,-1.200000001,-0.250004565,0.249986306,-0.5,0.499990871,,,,Male,31
-1.08E-05,0.288675135,0.499978481,-0.5,-1.08E-05,-1.55E-17,-1.200000001,-0.25000538,0.249983861,-0.5,0.49998924,,,,Male,26
5.80E-18,0.288675135,0.499988663,-0.499988663,0,-9.89E-17,-1.200000001,-0.249994331,0.249994331,-0.499988663,0.499988663,,,,Male,21
-8.79E-06,0.288675135,0.49998242,-0.5,-8.79E-06,1.31E-16,-1.200000001,-0.250004395,0.249986815,-0.5,0.49999121,,,,Male,27
7.10E-18,0.288675135,0.499992653,-0.499992653,0,-8.87E-17,-1.200000001,-0.249996326,0.249996326,-0.499992653,0.499992653,,,,Male,33
-1.32E-05,0.288675134,0.499973527,-0.5,-1.32E-05,3.77E-16,-1.200000002,-0.250006618,0.249980145,-0.5,0.499986763,,,,Male,16
0,0.288675134,0.499982344,-0.499982344,0,-4.30E-17,-1.200000003,-0.249991172,0.249991172,-0.499982344,0.499982344,,,,Male,16
-1.17E-05,0.288675135,0.499976651,-0.5,-1.17E-05,2.38E-16,-1.200000001,-0.250005837,0.249982488,-0.5,0.499988325,,,,Male,16
-1.64E-05,0.288675134,0.499967185,-0.5,-1.64E-05,1.65E-16,-1.200000003,-0.250008204,0.249975389,-0.5,0.499983593,,,,Male,16
-1.76E-05,0.288675134,0.499964794,-0.5,-1.76E-05,7.80E-18,-1.200000003,-0.250008802,0.249973595,-0.5,0.499982397,,,,Male,16
7.60E-18,0.288675135,0.499990277,-0.499990277,0,-1.20E-17,-1.200000001,-0.249995139,0.249995139,-0.499990277,0.499990277,,,,Male,24
-4.08E-18,0.288675135,0.499991033,-0.499991033,0,1.05E-16,-1.200000001,-0.249995516,0.249995516,-0.499991033,0.499991033,,,,Male,19
-1.42E-05,0.288675134,0.499971549,-0.5,-1.42E-05,-6.46E-17,-1.200000002,-0.250007113,0.249978662,-0.5,0.499985774,,,,Male,19
-6.04E-18,0.288675135,0.499989372,-0.499989372,0,-2.32E-17,-1.200000001,-0.249994686,0.249994686,-0.499989372,0.499989372,,,,Male,19
-8.00E-19,0.288675134,0.49998593,-0.49998593,0,-1.82E-18,-1.200000002,-0.249992965,0.249992965,-0.49998593,0.49998593,,,,Male,19
7.41E-18,0.288675134,0.499983714,-0.499983714,0,-6.73E-17,-1.200000003,-0.249991857,0.249991857,-0.499983714,0.499983714,,,,Male,19
-1.02E-05,0.288675135,0.499979524,-0.5,-1.02E-05,-1.09E-16,-1.200000001,-0.250005119,0.249984643,-0.5,0.499989762,,,,Male,17
-2.18E-17,0.288675135,0.499992905,-0.499992905,0,5.74E-17,-1.2,-0.249996453,0.249996453,-0.499992905,0.499992905,,,,Male,18
-2.52E-17,0.288675135,0.499992365,-0.499992365,0,9.87E-18,-1.200000001,-0.249996183,0.249996183,-0.499992365,0.499992365,,,,Female,20
-8.82E-06,0.288675135,0.499982354,-0.5,-8.82E-06,8.01E-17,-1.200000001,-0.250004412,0.249986765,-0.5,0.499991177,,,,Male,30
2.25E-18,0.288675135,0.49999011,-0.49999011,0,2.41E-17,-1.200000001,-0.249995055,0.249995055,-0.49999011,0.49999011,,,,Male,18
-1.38E-18,0.288675135,0.499991911,-0.499991911,0,-1.18E-17,-1.200000001,-0.249995955,0.249995955,-0.499991911,0.499991911,,,,Male,18
-1.03E-05,0.288675135,0.49997938,-0.5,-1.03E-05,3.65E-17,-1.200000001,-0.250005155,0.249984535,-0.5,0.49998969,,,,Male,19
4.57E-18,0.288675135,0.499991966,-0.499991966,0,3.21E-17,-1.200000001,-0.249995983,0.249995983,-0.499991966,0.499991966,,,,Male,40
2.98E-18,0.288675134,0.499986911,-0.499986911,0,-6.86E-17,-1.200000002,-0.249993455,0.249993455,-0.499986911,0.499986911,,,,Female,17
-2.05E-05,0.288675134,0.499959037,-0.5,-2.05E-05,0,-1.200000004,-0.250010241,0.249969277,-0.5,0.499979518,,,,Female,17
-1.51E-05,0.288675134,0.499969858,-0.5,-1.51E-05,-3.10E-16,-1.200000002,-0.250007536,0.249977393,-0.5,0.499984929,,,,Female,17
0,0.288675134,0.499977588,-0.499977588,0,1.32E-17,-1.200000005,-0.249988794,0.249988794,-0.499977588,0.499977588,,,,Female,17
5.66E-18,0.288675134,0.499981024,-0.499981024,0,8.66E-17,-1.200000003,-0.249990512,0.249990512,-0.499981024,0.499981024,,,,Female,17
-1.20E-05,0.288675135,0.499976041,-0.5,-1.20E-05,-1.34E-16,-1.200000001,-0.25000599,0.249982031,-0.5,0.499988021,,,,Male,21
-1.91E-05,0.288675134,0.499961753,-0.5,-1.91E-05,1.14E-16,-1.200000004,-0.250009562,0.249971315,-0.5,0.499980877,,,,Male,21
4.09E-19,0.288675134,0.499985603,-0.499985603,0,-1.64E-17,-1.200000002,-0.249992801,0.249992801,-0.499985603,0.499985603,,,,Male,21
-1.93E-05,0.288675134,0.499961318,-0.5,-1.93E-05,3.75E-16,-1.200000004,-0.25000967,0.249970989,-0.5,0.499980659,,,,Male,21
0,0.288675134,0.499978904,-0.499978904,0,-7.48E-17,-1.200000004,-0.249989452,0.249989452,-0.499978904,0.499978904,,,,Male,21
5.69E-18,0.288675135,0.499987483,-0.499987483,0,-2.77E-17,-1.200000002,-0.249993741,0.249993741,-0.499987483,0.499987483,,,,Male,20
-1.83E-05,0.288675134,0.499963413,-0.5,-1.83E-05,-3.67E-16,-1.200000003,-0.250009147,0.24997256,-0.5,0.499981706,,,,Male,20
-1.94E-05,0.288675134,0.499961219,-0.5,-1.94E-05,-2.59E-16,-1.200000004,-0.250009695,0.249970914,-0.5,0.49998061,,,,Male,20
-1.84E-05,0.288675134,0.499963121,-0.5,-1.84E-05,-2.09E-16,-1.200000003,-0.25000922,0.249972341,-0.5,0.499981561,,,,Male,20
-1.59E-05,0.288675134,0.499968266,-0.5,-1.59E-05,0,-1.200000002,-0.250007933,0.2499762,-0.5,0.499984133,,,,Male,20
-1.13E-05,0.288675135,0.49997732,-0.5,-1.13E-05,1.09E-16,-1.200000001,-0.25000567,0.24998299,-0.5,0.49998866,,,,Male,21
5.53E-19,0.288675135,0.499990276,-0.499990276,0,1.19E-16,-1.200000001,-0.249995138,0.249995138,-0.499990276,0.499990276,,,,Female,16
-1.42E-17,0.288675134,0.499984397,-0.499984397,0,4.61E-17,-1.200000002,-0.249992198,0.249992198,-0.499984397,0.499984397,,,,Female,16
-5.38E-18,0.288675135,0.499988174,-0.499988174,0,-1.56E-17,-1.200000001,-0.249994087,0.249994087,-0.499988174,0.499988174,,,,Female,16
-1.14E-05,0.288675135,0.499977187,-0.5,-1.14E-05,1.42E-16,-1.200000001,-0.250005703,0.24998289,-0.5,0.499988593,,,,Female,16
-1.54E-05,0.288675134,0.499969284,-0.5,-1.54E-05,-1.09E-16,-1.200000002,-0.250007679,0.249976963,-0.5,0.499984642,,,,Female,16
3.89E-18,0.288675135,0.499988583,-0.499988583,0,-1.41E-17,-1.200000001,-0.249994292,0.249994292,-0.499988583,0.499988583,,,,Male,22
-9.86E-06,0.288675135,0.499980271,-0.5,-9.86E-06,8.71E-17,-1.200000001,-0.250004932,0.249985204,-0.5,0.499990136,,,,Male,20
-9.05E-06,0.288675135,0.499981894,-0.5,-9.05E-06,2.50E-16,-1.200000001,-0.250004527,0.24998642,-0.5,0.499990947,,,,Female,24
-7.38E-18,0.288675134,0.499983779,-0.499983779,0,2.64E-17,-1.200000003,-0.24999189,0.24999189,-0.499983779,0.499983779,,,,Female,24
8.45E-18,0.288675134,0.499986492,-0.499986492,0,-2.19E-17,-1.200000002,-0.249993246,0.249993246,-0.499986492,0.499986492,,,,Female,24
-1.41E-05,0.288675134,0.499971798,-0.5,-1.41E-05,2.27E-17,-1.200000002,-0.250007051,0.249978848,-0.5,0.499985899,,,,Female,24
-1.45E-17,0.288675134,0.499984004,-0.499984004,0,2.36E-17,-1.200000002,-0.249992002,0.249992002,-0.499984004,0.499984004,,,,Female,24
-1.47E-05,0.288675134,0.499970571,-0.5,-1.47E-05,2.23E-16,-1.200000002,-0.250007357,0.249977928,-0.5,0.499985285,,,,Male,20
-9.92E-06,0.288675135,0.499980152,-0.5,-9.92E-06,-9.86E-17,-1.200000001,-0.250004962,0.249985114,-0.5,0.499990076,,,,Female,15
-1.72E-05,0.288675134,0.499965657,-0.5,-1.72E-05,-2.13E-16,-1.200000003,-0.250008586,0.249974243,-0.5,0.499982828,,,,Female,15
-1.39E-05,0.288675134,0.499972208,-0.5,-1.39E-05,-1.95E-16,-1.200000002,-0.250006948,0.249979156,-0.5,0.499986104,,,,Female,15
-2.33E-17,0.288675134,0.499982935,-0.499982935,0,-5.80E-17,-1.200000003,-0.249991467,0.249991467,-0.499982935,0.499982935,,,,Female,15
-7.28E-18,0.288675134,0.499983985,-0.499983985,0,-8.04E-17,-1.200000002,-0.249991993,0.249991993,-0.499983985,0.499983985,,,,Female,15
-1.21E-17,0.288675135,0.499989316,-0.499989316,0,7.97E-17,-1.200000001,-0.249994658,0.249994658,-0.499989316,0.499989316,,,,Male,18
-1.09E-05,0.288675135,0.499978133,-0.5,-1.09E-05,-1.34E-16,-1.200000001,-0.250005467,0.2499836,-0.5,0.499989067,,,,Male,17
6.48E-18,0.288675134,0.499985759,-0.499985759,0,1.88E-17,-1.200000002,-0.24999288,0.24999288,-0.499985759,0.499985759,,,,Male,17
-1.11E-05,0.288675135,0.499977787,-0.5,-1.11E-05,-1.24E-16,-1.200000001,-0.250005553,0.24998334,-0.5,0.499988893,,,,Male,17
-1.97E-18,0.288675134,0.499982646,-0.499982646,0,0,-1.200000003,-0.249991323,0.249991323,-0.499982646,0.499982646,,,,Male,17
-2.30E-05,0.288675134,0.499953989,-0.5,-2.30E-05,-1.29E-16,-1.200000005,-0.250011503,0.249965492,-0.5,0.499976995,,,,Male,17
-7.64E-06,0.288675135,0.499984729,-0.5,-7.64E-06,9.53E-17,-1.200000001,-0.250003818,0.249988547,-0.5,0.499992365,,,,Male,20
-4.29E-18,0.288675135,0.499990575,-0.499990575,0,4.31E-17,-1.200000001,-0.249995288,0.249995288,-0.499990575,0.499990575,,,,Male,17
-1.22E-05,0.288675135,0.499975636,-0.5,-1.22E-05,-2.23E-16,-1.200000001,-0.250006091,0.249981727,-0.5,0.499987818,,,,Male,18
-1.98E-05,0.288675134,0.499960336,-0.5,-1.98E-05,-1.71E-16,-1.200000004,-0.250009916,0.249970252,-0.5,0.499980168,,,,Male,18
-4.77E-18,0.288675134,0.499986024,-0.499986024,0,1.81E-17,-1.200000002,-0.249993012,0.249993012,-0.499986024,0.499986024,,,,Male,18
-1.32E-17,0.288675134,0.499980624,-0.499980624,0,2.34E-17,-1.200000004,-0.249990312,0.249990312,-0.499980624,0.499980624,,,,Male,18
-1.77E-05,0.288675134,0.499964511,-0.5,-1.77E-05,1.29E-16,-1.200000003,-0.250008872,0.249973383,-0.5,0.499982256,,,,Male,18
-4.80E-18,0.288675135,0.499992411,-0.499992411,0,-7.81E-17,-1.200000001,-0.249996206,0.249996206,-0.499992411,0.499992411,,,,Male,17
-1.42E-05,0.288675134,0.499971599,-0.5,-1.42E-05,1.96E-16,-1.200000002,-0.2500071,0.249978699,-0.5,0.499985799,,,,Male,22
-1.60E-05,0.288675134,0.499968057,-0.5,-1.60E-05,1.60E-16,-1.200000002,-0.250007986,0.249976043,-0.5,0.499984029,,,,Male,22
1.76E-17,0.288675134,0.499987117,-0.499987117,0,-2.85E-18,-1.200000002,-0.249993559,0.249993559,-0.499987117,0.499987117,,,,Male,22
-5.37E-18,0.288675134,0.499981123,-0.499981123,0,5.45E-17,-1.200000003,-0.249990561,0.249990561,-0.499981123,0.499981123,,,,Male,22
-8.05E-18,0.288675134,0.499980479,-0.499980479,0,5.23E-17,-1.200000004,-0.249990239,0.249990239,-0.499980479,0.499980479,,,,Male,22
-1.65E-17,0.288675135,0.499991693,-0.499991693,0,5.21E-17,-1.200000001,-0.249995846,0.249995846,-0.499991693,0.499991693,,,,Female,23
-9.39E-18,0.288675135,0.499989829,-0.499989829,0,3.43E-17,-1.200000001,-0.249994914,0.249994914,-0.499989829,0.499989829,,,,Male,18
