mean,sd,maxv,minv,median,skew,kurtosis,q1,q3,mode,iqr,,,,Sex,Age
-8.85E-06,0.288675135,0.499982296,-0.5,-8.85E-06,2.94E-17,-1.200000001,-0.250004426,0.249986722,-0.5,0.499991148,,,,Male,18
-1.33E-05,0.288675134,0.499973464,-0.5,-1.33E-05,-1.78E-16,-1.200000002,-0.250006634,0.249980098,-0.5,0.499986732,,,,Male,18
1.22E-17,0.288675135,0.499989234,-0.499989234,0,8.39E-17,-1.200000001,-0.249994617,0.249994617,-0.499989234,0.499989234,,,,Female,22
-5.94E-18,0.288675134,0.499986948,-0.499986948,0,-3.86E-17,-1.200000002,-0.249993474,0.249993474,-0.499986948,0.499986948,,,,Male,22
-1.67E-17,0.288675134,0.499981063,-0.499981063,0,3.56E-17,-1.200000003,-0.249990531,0.249990531,-0.499981063,0.499981063,,,,Male,22
2.10E-17,0.288675134,0.49998512,-0.49998512,0,-3.47E-18,-1.200000002,-0.24999256,0.24999256,-0.49998512,0.49998512,,,,Male,22
-1.72E-05,0.288675134,0.499965539,-0.5,-1.72E-05,1.91E-18,-1.200000003,-0.250008615,0.249974154,-0.5,0.499982769,,,,Male,22
-1.53E-05,0.288675134,0.499969346,-0.5,-1.53E-05,-2.40E-16,-1.200000002,-0.250007664,0.249977009,-0.5,0.499984673,,,,Male,22
-1.28E-05,0.288675135,0.499974456,-0.5,-1.28E-05,-3.22E-16,-1.200000002,-0.250006386,0.249980842,-0.5,0.499987228,,,,Male,18
9.27E-18,0.288675134,0.499979611,-0.499979611,0,-2.41E-17,-1.200000004,-0.249989805,0.249989805,-0.499979611,0.499979611,,,,Male,18
-1.89E-05,0.288675134,0.499962173,-0.5,-1.89E-05,4.08E-17,-1.200000003,-0.250009457,0.24997163,-0.5,0.499981086,,,,Male,18
-7.19E-18,0.288675134,0.499979956,-0.499979956,0,1.01E-16,-1.200000004,-0.249989978,0.249989978,-0.499979956,0.499979956,,,,Male,18
-2.41E-05,0.288675134,0.4999517,-0.5,-2.41E-05,1.89E-16,-1.200000006,-0.250012075,0.249963775,-0.5,0.49997585,,,,Male,18
-9.60E-06,0.288675135,0.499980796,-0.5,-9.60E-06,-2.47E-16,-1.200000001,-0.250004801,0.249985597,-0.5,0.499990398,,,,Male,19
-1.45E-05,0.288675134,0.499971083,-0.5,-1.45E-05,-2.12E-16,-1.200000002,-0.250007229,0.249978312,-0.5,0.499985542,,,,Male,18
-1.79E-18,0.288675135,0.499992126,-0.499992126,0,-3.45E-17,-1.200000001,-0.249996063,0.249996063,-0.499992126,0.499992126,,,,Female,23
-1.01E-17,0.288675134,0.499986324,-0.499986324,0,7.22E-17,-1.200000002,-0.249993162,0.249993162,-0.499986324,0.499986324,,,,Female,23
-2.45E-18,0.288675135,0.499989207,-0.499989207,0,5.82E-17,-1.200000001,-0.249994603,0.249994603,-0.499989207,0.499989207,,,,Female,23
-1.66E-05,0.288675134,0.499966844,-0.5,-1.66E-05,-2.45E-17,-1.200000003,-0.250008289,0.249975133,-0.5,0.499983422,,,,Female,23
-1.42E-05,0.288675134,0.499971555,-0.5,-1.42E-05,-5.67E-17,-1.200000002,-0.250007111,0.249978667,-0.5,0.499985778,,,,Female,23
-1.24E-05,0.288675135,0.499975281,-0.5,-1.24E-05,-2.81E-16,-1.200000001,-0.25000618,0.24998146,-0.5,0.49998764,,,,Male,21
-1.88E-05,0.288675134,0.499962434,-0.5,-1.88E-05,8.67E-17,-1.200000003,-0.250009391,0.249971826,-0.5,0.499981217,,,,Male,21
6.28E-19,0.288675135,0.499988948,-0.499988948,0,3.11E-17,-1.200000001,-0.249994474,0.249994474,-0.499988948,0.499988948,,,,Male,21
0,0.288675134,0.499983411,-0.499983411,0,-2.45E-18,-1.200000003,-0.249991706,0.249991706,-0.499983411,0.499983411,,,,Male,21
-1.64E-05,0.288675134,0.499967202,-0.5,-1.64E-05,-5.81E-17,-1.200000003,-0.250008199,0.249975402,-0.5,0.499983601,,,,Male,21
-5.80E-06,0.288675135,0.499988404,-0.5,-5.80E-06,-1.21E-16,-1.2,-0.250002899,0.249991303,-0.5,0.499994202,,,,Male,24
-9.61E-06,0.288675135,0.49998078,-0.5,-9.61E-06,-8.30E-18,-1.200000001,-0.250004805,0.249985585,-0.5,0.49999039,,,,Male,18
8.28E-18,0.288675135,0.499988801,-0.499988801,0,-4.75E-17,-1.200000001,-0.249994401,0.249994401,-0.499988801,0.499988801,,,,Female,18
-9.84E-18,0.288675134,0.49998269,-0.49998269,0,1.60E-17,-1.200000003,-0.249991345,0.249991345,-0.49998269,0.49998269,,,,Female,18
-1.37E-05,0.288675134,0.499972609,-0.5,-1.37E-05,2.12E-16,-1.200000002,-0.250006848,0.249979457,-0.5,0.499986304,,,,Female,18
1.14E-17,0.288675134,0.499983308,-0.499983308,0,3.08E-17,-1.200000003,-0.249991654,0.249991654,-0.499983308,0.499983308,,,,Female,18
-1.52E-17,0.288675134,0.499982216,-0.499982216,0,3.71E-17,-1.200000003,-0.249991108,0.249991108,-0.499982216,0.499982216,,,,Female,18
-3.66E-17,0.288675135,0.499991059,-0.499991059,0,5.02E-16,-1.200000001,-0.24999553,0.24999553,-0.499991059,0.499991059,,,,Male,17
-1.30E-05,0.288675134,0.499973987,-0.5,-1.30E-05,2.31E-17,-1.200000002,-0.250006503,0.24998049,-0.5,0.499986993,,,,Male,18
-1.07E-05,0.288675135,0.499978561,-0.5,-1.07E-05,7.68E-17,-1.200000001,-0.25000536,0.249983921,-0.5,0.499989281,,,,Male,22
2.51E-17,0.288675134,0.499984229,-0.499984229,0,-2.80E-17,-1.200000002,-0.249992114,0.249992114,-0.499984229,0.499984229,,,,Male,21
-6.30E-06,0.288675135,0.499987391,-0.5,-6.30E-06,-6.78E-17,-1.2,-0.250003152,0.249990543,-0.5,0.499993696,,,,Male,23
-5.11E-18,0.288675134,0.499984944,-0.499984944,0,4.51E-17,-1.200000002,-0.249992472,0.249992472,-0.499984944,0.499984944,,,,Female,17
0,0.288675134,0.499979331,-0.499979331,0,-9.77E-17,-1.200000004,-0.249989666,0.249989666,-0.499979331,0.499979331,,,,Female,17
-1.46E-05,0.288675134,0.499970801,-0.5,-1.46E-05,3.06E-16,-1.200000002,-0.2500073,0.249978101,-0.5,0.499985401,,,,Female,17
-1.72E-05,0.288675134,0.499965664,-0.5,-1.72E-05,-3.42E-16,-1.200000003,-0.250008584,0.249974248,-0.5,0.499982832,,,,Female,17
-1.91E-05,0.288675134,0.499961706,-0.5,-1.91E-05,2.57E-16,-1.200000004,-0.250009573,0.24997128,-0.5,0.499980853,,,,Female,17
-1.07E-05,0.288675135,0.49997862,-0.5,-1.07E-05,7.10E-17,-1.200000001,-0.250005345,0.249983965,-0.5,0.49998931,,,,Male,23
-2.85E-06,0.288675135,0.499994306,-0.5,-2.85E-06,-2.09E-16,-1.2,-0.250001424,0.249995729,-0.5,0.499997153,,,,Male,21
3.59E-18,0.288675134,0.499984214,-0.499984214,0,-5.13E-17,-1.200000002,-0.249992107,0.249992107,-0.499984214,0.499984214,,,,Male,18
-1.15E-05,0.288675135,0.499977054,-0.5,-1.15E-05,1.35E-16,-1.200000001,-0.250005737,0.24998279,-0.5,0.499988527,,,,Male,19
-8.21E-06,0.288675135,0.499983587,-0.5,-8.21E-06,-3.33E-16,-1.200000001,-0.250004103,0.24998769,-0.5,0.499991794,,,,Male,20
-1.13E-05,0.288675135,0.49997736,-0.5,-1.13E-05,4.47E-17,-1.200000001,-0.25000566,0.24998302,-0.5,0.49998868,,,,Female,20
-1.43E-05,0.288675134,0.499971437,-0.5,-1.43E-05,-1.63E-16,-1.200000002,-0.250007141,0.249978578,-0.5,0.499985718,,,,Male,20
-1.17E-17,0.288675134,0.499981308,-0.499981308,0,-5.28E-17,-1.200000003,-0.249990654,0.249990654,-0.499981308,0.499981308,,,,Male,20
3.13E-17,0.288675134,0.499984729,-0.499984729,0,-5.59E-16,-1.200000002,-0.249992364,0.249992364,-0.499984729,0.499984729,,,,Male,20
-1.84E-05,0.288675134,0.499963181,-0.5,-1.84E-05,2.21E-17,-1.200000003,-0.250009205,0.249972386,-0.5,0.499981591,,,,Male,20
-1.71E-05,0.288675134,0.499965826,-0.5,-1.71E-05,-6.18E-17,-1.200000003,-0.250008544,0.249974369,-0.5,0.499982913,,,,Male,20
-1.48E-17,0.288675135,0.499988438,-0.499988438,0,7.44E-17,-1.200000001,-0.249994219,0.249994219,-0.499988438,0.499988438,,,,Male,17
-3.95E-18,0.288675134,0.499982633,-0.499982633,0,3.21E-17,-1.200000003,-0.249991317,0.249991317,-0.499982633,0.499982633,,,,Male,17
-1.36E-05,0.288675134,0.499972875,-0.5,-1.36E-05,1.97E-16,-1.200000002,-0.250006781,0.249979656,-0.5,0.499986437,,,,Male,17
-1.29E-05,0.288675134,0.49997414,-0.5,-1.29E-05,-1.68E-16,-1.200000002,-0.250006465,0.249980605,-0.5,0.49998707,,,,Male,17
-1.86E-05,0.288675134,0.499962795,-0.5,-1.86E-05,-2.50E-16,-1.200000003,-0.250009301,0.249972096,-0.5,0.499981397,,,,Male,17
-1.45E-17,0.288675135,0.499987227,-0.499987227,0,1.32E-17,-1.200000002,-0.249993613,0.249993613,-0.499987227,0.499987227,,,,Female,18
-1.92E-05,0.288675134,0.499961571,-0.5,-1.92E-05,5.43E-17,-1.200000004,-0.250009607,0.249971178,-0.5,0.499980785,,,,Female,18
-7.45E-18,0.288675134,0.499985439,-0.499985439,0,-1.07E-17,-1.200000002,-0.24999272,0.24999272,-0.499985439,0.499985439,,,,Female,18
-1.68E-05,0.288675134,0.499966438,-0.5,-1.68E-05,3.59E-17,-1.200000003,-0.25000839,0.249974829,-0.5,0.499983219,,,,Female,18
1.02E-17,0.288675134,0.499977652,-0.499977652,0,4.62E-17,-1.200000005,-0.249988826,0.249988826,-0.499977652,0.499977652,,,,Female,18
-1.19E-05,0.288675135,0.499976222,-0.5,-1.19E-05,-1.76E-17,-1.200000001,-0.250005944,0.249982167,-0.5,0.499988111,,,,Male,27
-1.55E-05,0.288675134,0.499969065,-0.5,-1.55E-05,3.34E-16,-1.200000002,-0.250007734,0.249976799,-0.5,0.499984533,,,,Male,20
4.67E-18,0.288675134,0.49998632,-0.49998632,0,7.83E-18,-1.200000002,-0.24999316,0.24999316,-0.49998632,0.49998632,,,,Male,22
-1.00E-17,0.288675134,0.499980627,-0.499980627,0,2.19E-17,-1.200000004,-0.249990313,0.249990313,-0.499980627,0.499980627,,,,Male,22
-5.81E-18,0.288675135,0.499987215,-0.499987215,0,-6.14E-17,-1.200000002,-0.249993608,0.249993608,-0.499987215,0.499987215,,,,Male,22
2.49E-18,0.288675134,0.499979714,-0.499979714,0,1.63E-17,-1.200000004,-0.249989857,0.249989857,-0.499979714,0.499979714,,,,Male,22
-1.74E-05,0.288675134,0.499965249,-0.5,-1.74E-05,-6.09E-17,-1.200000003,-0.250008688,0.249973937,-0.5,0.499982624,,,,Male,22
-9.42E-06,0.288675135,0.499981163,-0.5,-9.42E-06,-2.87E-16,-1.200000001,-0.250004709,0.249985872,-0.5,0.499990581,,,,Female,30
-8.91E-18,0.288675134,0.499985423,-0.499985423,0,2.52E-17,-1.200000002,-0.249992712,0.249992712,-0.499985423,0.499985423,,,,Female,23
-1.13E-17,0.288675135,0.499987627,-0.499987627,0,1.11E-16,-1.200000001,-0.249993814,0.249993814,-0.499987627,0.499987627,,,,Male,21
-1.45E-05,0.288675134,0.499971078,-0.5,-1.45E-05,1.22E-16,-1.200000002,-0.25000723,0.249978309,-0.5,0.499985539,,,,Male,19
0,0.288675134,0.499979594,-0.499979594,0,-1.21E-16,-1.200000004,-0.249989797,0.249989797,-0.499979594,0.499979594,,,,Male,19
2.97E-17,0.288675134,0.49998367,-0.49998367,0,-5.59E-16,-1.200000003,-0.249991835,0.249991835,-0.49998367,0.49998367,,,,Male,19
-1.90E-05,0.288675134,0.499961957,-0.5,-1.90E-05,1.73E-17,-1.200000003,-0.250009511,0.249971468,-0.5,0.499980978,,,,Male,19
-5.99E-18,0.288675134,0.499982432,-0.499982432,0,-6.23E-17,-1.200000003,-0.249991216,0.249991216,-0.499982432,0.499982432,,,,Male,19
1.82E-17,0.288675134,0.499983978,-0.499983978,0,-6.86E-17,-1.200000002,-0.249991989,0.249991989,-0.499983978,0.499983978,,,,Male,21
-1.99E-17,0.288675134,0.499978075,-0.499978075,0,5.18E-17,-1.200000005,-0.249989037,0.249989037,-0.499978075,0.499978075,,,,Male,23
-2.95E-05,0.288675134,0.499940982,-0.5,-2.95E-05,7.90E-17,-1.200000008,-0.250014754,0.249955737,-0.5,0.499970491,,,,Male,23
-2.39E-05,0.288675134,0.49995213,-0.5,-2.39E-05,-2.26E-16,-1.200000005,-0.250011967,0.249964098,-0.5,0.499976065,,,,Male,23
2.81E-18,0.288675134,0.499975324,-0.499975324,0,5.65E-17,-1.200000006,-0.249987662,0.249987662,-0.499975324,0.499975324,,,,Male,23
1.11E-17,0.288675134,0.499975625,-0.499975625,0,1.08E-16,-1.200000006,-0.249987813,0.249987813,-0.499975625,0.499975625,,,,Male,23
-8.97E-06,0.288675135,0.499982063,-0.5,-8.97E-06,-2.81E-16,-1.200000001,-0.250004484,0.249986547,-0.5,0.499991031,,,,Male,19
7.46E-18,0.288675135,0.499990097,-0.499990097,0,8.19E-17,-1.200000001,-0.249995048,0.249995048,-0.499990097,0.499990097,,,,Female,19
-1.99E-05,0.288675134,0.499960239,-0.5,-1.99E-05,-1.47E-16,-1.200000004,-0.25000994,0.249970179,-0.5,0.499980119,,,,Female,19
-1.37E-05,0.288675134,0.499972579,-0.5,-1.37E-05,1.37E-16,-1.200000002,-0.250006855,0.249979434,-0.5,0.499986289,,,,Female,19
-1.78E-17,0.288675134,0.499984378,-0.499984378,0,-4.61E-18,-1.200000002,-0.249992189,0.249992189,-0.499984378,0.499984378,,,,Female,19
-1.90E-05,0.288675134,0.499962067,-0.5,-1.90E-05,-1.40E-16,-1.200000003,-0.250009483,0.24997155,-0.5,0.499981033,,,,Female,19
5.79E-18,0.288675135,0.499988185,-0.499988185,0,7.20E-17,-1.200000001,-0.249994092,0.249994092,-0.499988185,0.499988185,,,,Female,17
1.37E-17,0.288675134,0.499981464,-0.499981464,0,1.21E-17,-1.200000003,-0.249990732,0.249990732,-0.499981464,0.499981464,,,,Female,17
1.95E-17,0.288675134,0.499985084,-0.499985084,0,-1.26E-17,-1.200000002,-0.249992542,0.249992542,-0.499985084,0.499985084,,,,Female,17
1.05E-18,0.288675134,0.499981445,-0.499981445,0,4.37E-18,-1.200000003,-0.249990723,0.249990723,-0.499981445,0.499981445,,,,Female,17
-1.84E-05,0.288675134,0.499963135,-0.5,-1.84E-05,2.28E-16,-1.200000003,-0.250009216,0.249972351,-0.5,0.499981567,,,,Female,17
8.81E-18,0.288675134,0.499987082,-0.499987082,0,-3.91E-17,-1.200000002,-0.249993541,0.249993541,-0.499987082,0.499987082,,,,Female,18
-2.44E-05,0.288675134,0.49995121,-0.5,-2.44E-05,2.67E-16,-1.200000006,-0.250012198,0.249963407,-0.5,0.499975605,,,,Female,18
-1.52E-05,0.288675134,0.499969596,-0.5,-1.52E-05,2.90E-16,-1.200000002,-0.250007601,0.249977197,-0.5,0.499984798,,,,Female,18
-2.33E-05,0.288675134,0.499953319,-0.5,-2.33E-05,-7.58E-17,-1.200000005,-0.25001167,0.249964989,-0.5,0.49997666,,,,Female,18
1.44E-17,0.288675134,0.499974623,-0.499974623,0,-1.13E-16,-1.200000006,-0.249987312,0.249987312,-0.499974623,0.499974623,,,,Female,18
-3.94E-06,0.288675135,0.499992112,-0.5,-3.94E-06,-1.61E-17,-1.2,-0.250001972,0.249994084,-0.5,0.499996056,,,,Male,31
-2.29E-18,0.288675135,0.49999249,-0.49999249,0,7.83E-18,-1.200000001,-0.249996245,0.249996245,-0.49999249,0.49999249,,,,Male,25
-1.35E-05,0.288675134,0.499972985,-0.5,-1.35E-05,1.99E-16,-1.200000002,-0.250006754,0.249979738,-0.5,0.499986492,,,,Male,20
-1.20E-05,0.288675135,0.499975929,-0.5,-1.20E-05,2.80E-16,-1.200000001,-0.250006018,0.249981947,-0.5,0.499987965,,,,Male,23
1.09E-17,0.288675134,0.499980833,-0.499980833,0,7.70E-17,-1.200000004,-0.249990417,0.249990417,-0.499980833,0.499980833,,,,Male,23
-1.42E-05,0.288675134,0.499971655,-0.5,-1.42E-05,4.45E-17,-1.200000002,-0.250007086,0.249978741,-0.5,0.499985828,,,,Male,23
-2.25E-05,0.288675134,0.499955036,-0.5,-2.25E-05,4.91E-16,-1.200000005,-0.250011241,0.249966277,-0.5,0.499977518,,,,Male,23
-2.16E-05,0.288675134,0.499956751,-0.5,-2.16E-05,5.11E-17,-1.200000004,-0.250010812,0.249967563,-0.5,0.499978376,,,,Male,23
2.38E-18,0.288675135,0.499989518,-0.499989518,0,6.35E-17,-1.200000001,-0.249994759,0.249994759,-0.499989518,0.499989518,,,,Female,18
0,0.288675134,0.49998439,-0.49998439,0,-3.69E-17,-1.200000002,-0.249992195,0.249992195,-0.49998439,0.49998439,,,,Female,18
-1.17E-05,0.288675135,0.499976563,-0.5,-1.17E-05,-1.13E-16,-1.200000001,-0.250005859,0.249982422,-0.5,0.499988282,,,,Female,18
6.97E-18,0.288675134,0.499984674,-0.499984674,0,-1.09E-16,-1.200000002,-0.249992337,0.249992337,-0.499984674,0.499984674,,,,Female,18
1.91E-18,0.288675134,0.499983184,-0.499983184,0,6.83E-17,-1.200000003,-0.249991592,0.249991592,-0.499983184,0.499983184,,,,Female,18
-1.02E-05,0.288675135,0.499979503,-0.5,-1.02E-05,2.01E-16,-1.200000001,-0.250005124,0.249984627,-0.5,0.499989752,,,,Male,19
-1.20E-05,0.288675135,0.499976067,-0.5,-1.20E-05,-3.01E-16,-1.200000001,-0.250005983,0.249982051,-0.5,0.499988034,,,,Female,20
-1.44E-05,0.288675134,0.499971218,-0.5,-1.44E-05,-1.75E-16,-1.200000002,-0.250007195,0.249978414,-0.5,0.499985609,,,,Female,20
-1.25E-05,0.288675135,0.499974913,-0.5,-1.25E-05,1.72E-16,-1.200000002,-0.250006272,0.249981185,-0.5,0.499987457,,,,Female,20
-1.94E-05,0.288675134,0.499961207,-0.5,-1.94E-05,-9.16E-17,-1.200000004,-0.250009698,0.249970905,-0.5,0.499980604,,,,Female,20
-1.51E-05,0.288675134,0.499969748,-0.5,-1.51E-05,-7.30E-17,-1.200000002,-0.250007563,0.249977311,-0.5,0.499984874,,,,Female,20
6.20E-18,0.288675134,0.499986362,-0.499986362,0,1.02E-16,-1.200000002,-0.249993181,0.249993181,-0.499986362,0.499986362,,,,Male,33
2.19E-17,0.288675135,0.499994123,-0.499994123,0,6.85E-17,-1.2,-0.249997062,0.249997062,-0.499994123,0.499994123,,,,Male,26
-1.13E-05,0.288675135,0.499977432,-0.5,-1.13E-05,-3.03E-16,-1.200000001,-0.250005642,0.249983074,-0.5,0.499988716,,,,Male,18
-3.53E-18,0.288675135,0.499991726,-0.499991726,0,7.58E-18,-1.200000001,-0.249995863,0.249995863,-0.499991726,0.499991726,,,,Female,18
4.02E-18,0.288675134,0.499985847,-0.499985847,0,3.34E-17,-1.200000002,-0.249992924,0.249992924,-0.499985847,0.499985847,,,,Female,23
5.35E-19,0.288675134,0.499981168,-0.499981168,0,-1.34E-17,-1.200000003,-0.249990584,0.249990584,-0.499981168,0.499981168,,,,Female,23
1.56E-17,0.288675134,0.499984767,-0.499984767,0,-7.53E-19,-1.200000002,-0.249992383,0.249992383,-0.499984767,0.499984767,,,,Female,23
-1.67E-05,0.288675134,0.499966647,-0.5,-1.67E-05,-1.53E-16,-1.200000003,-0.250008338,0.249974985,-0.5,0.499983323,,,,Female,23
-2.02E-18,0.288675134,0.499982264,-0.499982264,0,-1.57E-17,-1.200000003,-0.249991132,0.249991132,-0.499982264,0.499982264,,,,Female,23
-6.77E-06,0.288675135,0.499986465,-0.5,-6.77E-06,-1.66E-16,-1.2,-0.250003384,0.249989849,-0.5,0.499993233,,,,Male,21
-1.37E-05,0.288675134,0.499972518,-0.5,-1.37E-05,-8.02E-17,-1.200000002,-0.25000687,0.249979389,-0.5,0.499986259,,,,Male,21
9.06E-19,0.288675135,0.499994685,-0.499994685,0,-1.52E-17,-1.2,-0.249997343,0.249997343,-0.499994685,0.499994685,,,,Male,21
-1.40E-05,0.288675134,0.499971916,-0.5,-1.40E-05,7.28E-17,-1.200000002,-0.250007021,0.249978937,-0.5,0.499985958,,,,Male,21
9.38E-18,0.288675135,0.49999267,-0.49999267,0,2.12E-17,-1.200000001,-0.249996335,0.249996335,-0.49999267,0.49999267,,,,Male,21
-1.21E-17,0.288675134,0.499985278,-0.499985278,0,3.19E-17,-1.200000002,-0.249992639,0.249992639,-0.499985278,0.499985278,,,,Male,25
9.10E-18,0.288675134,0.499982203,-0.499982203,0,-2.33E-17,-1.200000003,-0.249991102,0.249991102,-0.499982203,0.499982203,,,,Male,25
-1.19E-05,0.288675135,0.499976289,-0.5,-1.19E-05,-3.69E-16,-1.200000001,-0.250005928,0.249982217,-0.5,0.499988144,,,,Male,25
-1.72E-05,0.288675134,0.499965638,-0.5,-1.72E-05,4.03E-16,-1.200000003,-0.25000859,0.249974229,-0.5,0.499982819,,,,Male,25
-1.66E-05,0.288675134,0.49996681,-0.5,-1.66E-05,9.56E-17,-1.200000003,-0.250008297,0.249975108,-0.5,0.499983405,,,,Male,25
1.56E-17,0.288675135,0.499988543,-0.499988543,0,-7.38E-17,-1.200000001,-0.249994272,0.249994272,-0.499988543,0.499988543,,,,Male,17
8.55E-18,0.288675134,0.499981192,-0.499981192,0,-9.20E-18,-1.200000003,-0.249990596,0.249990596,-0.499981192,0.499981192,,,,Male,17
-1.33E-05,0.288675134,0.499973325,-0.5,-1.33E-05,2.16E-16,-1.200000002,-0.250006669,0.249979994,-0.5,0.499986662,,,,Male,17
2.01E-17,0.288675134,0.499980589,-0.499980589,0,-8.82E-17,-1.200000004,-0.249990295,0.249990295,-0.499980589,0.499980589,,,,Male,17
-1.32E-17,0.288675134,0.499980675,-0.499980675,0,2.94E-17,-1.200000004,-0.249990337,0.249990337,-0.499980675,0.499980675,,,,Male,17
-1.46E-05,0.288675134,0.499970847,-0.5,-1.46E-05,4.27E-16,-1.200000002,-0.250007288,0.249978135,-0.5,0.499985424,,,,Male,24
-8.85E-18,0.288675134,0.499987023,-0.499987023,0,1.01E-16,-1.200000002,-0.249993511,0.249993511,-0.499987023,0.499987023,,,,Male,21
-2.49E-18,0.288675135,0.499989043,-0.499989043,0,2.83E-17,-1.200000001,-0.249994522,0.249994522,-0.499989043,0.499989043,,,,Male,25
-2.95E-18,0.288675135,0.499988448,-0.499988448,0,-5.78E-17,-1.200000001,-0.249994224,0.249994224,-0.499988448,0.499988448,,,,Female,24
-1.75E-18,0.288675134,0.499979844,-0.499979844,0,5.43E-17,-1.200000004,-0.249989922,0.249989922,-0.499979844,0.499979844,,,,Female,24
9.26E-18,0.288675134,0.499979644,-0.499979644,0,-4.81E-17,-1.200000004,-0.249989822,0.249989822,-0.499979644,0.499979644,,,,Female,24
1.00E-17,0.288675134,0.499985016,-0.499985016,0,-4.78E-17,-1.200000002,-0.249992508,0.249992508,-0.499985016,0.499985016,,,,Female,24
-2.68E-05,0.288675134,0.499946323,-0.5,-2.68E-05,-1.90E-16,-1.200000007,-0.250013419,0.249959742,-0.5,0.499973162,,,,Female,24
5.83E-18,0.288675134,0.499987174,-0.499987174,0,2.27E-17,-1.200000002,-0.249993587,0.249993587,-0.499987174,0.499987174,,,,Female,19
0,0.288675134,0.499983063,-0.499983063,0,2.63E-17,-1.200000003,-0.249991531,0.249991531,-0.499983063,0.499983063,,,,Female,19
-1.44E-17,0.288675135,0.499987352,-0.499987352,0,5.60E-17,-1.200000002,-0.249993676,0.249993676,-0.499987352,0.499987352,,,,Female,19
5.55E-18,0.288675134,0.499985524,-0.499985524,0,-8.81E-18,-1.200000002,-0.249992762,0.249992762,-0.499985524,0.499985524,,,,Female,19
-1.75E-05,0.288675134,0.499964981,-0.5,-1.75E-05,5.56E-17,-1.200000003,-0.250008755,0.249973736,-0.5,0.499982491,,,,Female,19
-7.92E-06,0.288675135,0.499984151,-0.5,-7.92E-06,2.79E-16,-1.200000001,-0.250003962,0.249988113,-0.5,0.499992076,,,,Female,19
-1.12E-05,0.288675135,0.499977611,-0.5,-1.12E-05,8.71E-17,-1.200000001,-0.250005597,0.249983208,-0.5,0.499988805,,,,Female,19
-8.90E-06,0.288675135,0.499982201,-0.5,-8.90E-06,-1.84E-16,-1.200000001,-0.25000445,0.249986651,-0.5,0.499991101,,,,Female,19
-1.06E-05,0.288675135,0.499978709,-0.5,-1.06E-05,-1.04E-16,-1.200000001,-0.250005323,0.249984032,-0.5,0.499989354,,,,Female,19
-9.80E-06,0.288675135,0.499980392,-0.5,-9.80E-06,5.87E-17,-1.200000001,-0.250004902,0.249985294,-0.5,0.499990196,,,,Female,19
1.01E-17,0.288675135,0.499988865,-0.499988865,0,2.71E-17,-1.200000001,-0.249994432,0.249994432,-0.499988865,0.499988865,,,,Female,24
8.74E-18,0.288675135,0.499989012,-0.499989012,0,-6.45E-17,-1.200000001,-0.249994506,0.249994506,-0.499989012,0.499989012,,,,Female,24
-1.19E-05,0.288675135,0.499976162,-0.5,-1.19E-05,2.77E-16,-1.200000001,-0.250005959,0.249982122,-0.5,0.499988081,,,,Female,19
2.42E-18,0.288675134,0.499985817,-0.499985817,0,-1.85E-16,-1.200000002,-0.249992908,0.249992908,-0.499985817,0.499985817,,,,Male,19
-1.47E-05,0.288675134,0.499970699,-0.5,-1.47E-05,1.32E-16,-1.200000002,-0.250007325,0.249978024,-0.5,0.499985349,,,,Male,18
-2.75E-18,0.288675134,0.499979927,-0.499979927,0,-9.00E-17,-1.200000004,-0.249989963,0.249989963,-0.499979927,0.499979927,,,,Male,18
-1.36E-05,0.288675134,0.499972706,-0.5,-1.36E-05,-4.71E-17,-1.200000002,-0.250006824,0.249979529,-0.5,0.499986353,,,,Male,18
-2.18E-05,0.288675134,0.499956389,-0.5,-2.18E-05,-3.09E-16,-1.200000005,-0.250010903,0.249967292,-0.5,0.499978195,,,,Male,18
-3.00E-18,0.288675134,0.499980345,-0.499980345,0,6.44E-17,-1.200000004,-0.249990173,0.249990173,-0.499980345,0.499980345,,,,Male,18
-8.79E-06,0.288675135,0.499982423,-0.5,-8.79E-06,-1.43E-17,-1.200000001,-0.250004394,0.249986818,-0.5,0.499991212,,,,Male,22
-1.14E-05,0.288675135,0.499977263,-0.5,-1.14E-05,3.01E-17,-1.200000001,-0.250005684,0.249982948,-0.5,0.499988632,,,,Male,26
-2.75E-18,0.288675134,0.499979927,-0.499979927,0,-9.00E-17,-1.200000004,-0.249989963,0.249989963,-0.499979927,0.499979927,,,,Male,26
-4.37E-18,0.288675135,0.499987187,-0.499987187,0,-3.03E-17,-1.200000002,-0.249993594,0.249993594,-0.499987187,0.499987187,,,,Male,26
-1.92E-05,0.288675134,0.499961671,-0.5,-1.92E-05,-9.11E-17,-1.200000004,-0.250009582,0.249971253,-0.5,0.499980836,,,,Male,26
1.61E-17,0.288675134,0.499981154,-0.499981154,0,-7.87E-17,-1.200000003,-0.249990577,0.249990577,-0.499981154,0.499981154,,,,Male,26
0,0.288675135,0.499989696,-0.499989696,0,-3.88E-17,-1.200000001,-0.249994848,0.249994848,-0.499989696,0.499989696,,,,Female,21
-1.23E-05,0.288675135,0.499975363,-0.5,-1.23E-05,2.87E-16,-1.200000001,-0.250006159,0.249981523,-0.5,0.499987682,,,,Female,21
3.59E-18,0.288675134,0.499985978,-0.499985978,0,7.36E-17,-1.200000002,-0.249992989,0.249992989,-0.499985978,0.499985978,,,,Male,28
