mean,sd,maxv,minv,median,skew,kurtosis,q1,q3,mode,iqr,energy,rmse,zcr,tempo,meanmfcc,minmfcc,maxmfcc,chroma_freq,spectral_centroid,spectral_bandwidth,spectral_rolloff,tonnetz,stft,mel
5512.428159983319,3182.684834679726,11024.856319966639,0.0,5512.428159983319,-4.042325283599278e-16,-1.2000000016304047,2756.2140799916597,8268.642239974979,0.0,5512.428159983319,101.018425,0.036283266,0.04462168008966039,123.046875,6.8120623,665.4981,214.06512,0.517251,1731.4642396927252,2241.5715224219666,3734.79052734375,0.014282541370592603,0.1411288,0.31149477
