mean,sd,maxv,minv,median,skew,kurtosis,q1,q3,mode,iqr,energy,rmse,zcr,tempo,meanmfcc,minmfcc,maxmfcc,chroma_freq,spectral_centroid,spectral_bandwidth,spectral_rolloff,Sex,Age_Class
1.71E-17,0.288675134,0.499982298,-0.499982298,0,9.28E-17,-1.200000003,-0.249991149,0.249991149,-0.499982298,0.499982298,93.77557,0.057620108,857,117.4538352,-6.6754403,-520.4937,202.80609,0.35683483,1091.55997,1724.82724,2021.044922,Male,0
-2.45E-18,0.288675135,0.499989241,-0.499989241,0,-4.01E-17,-1.200000001,-0.24999462,0.24999462,-0.499989241,0.499989241,145.39284,0.055934597,1391,161.4990234,-13.367885,-573.6313,199.12724,0.28169852,1087.091001,1639.703524,1919.886193,Female,1
-1.01E-05,0.288675135,0.499979796,-0.5,-1.01E-05,-1.85E-16,-1.200000001,-0.250005051,0.249984847,-0.5,0.499989898,41.26686,0.02887458,2386,123.046875,-10.44582,-487.81995,178.65714,0.29341987,1986.481647,2471.914818,4560.044247,Female,1
-9.58E-06,0.288675135,0.499980835,-0.5,-9.58E-06,-1.93E-16,-1.200000001,-0.250004791,0.249985626,-0.5,0.499990417,185.35487,0.05960165,1822,135.9991776,-7.7537894,-485.59824,191.15094,0.3864341,1426.310802,2074.934625,2973.904239,Male,1
0,0.288675134,0.49997889,-0.49997889,0,3.74E-17,-1.200000004,-0.249989445,0.249989445,-0.49997889,0.49997889,42.893723,0.04255594,887,172.265625,-6.121634,-433.44617,162.43756,0.28250137,1670.141506,2355.069924,3877.580099,Male,0
-1.93E-05,0.288675134,0.499961306,-0.5,-1.93E-05,1.69E-16,-1.200000004,-0.250009673,0.24997098,-0.5,0.499980653,201.87338,0.08838116,1851,172.265625,-4.323225,-363.5666,131.94377,0.30920923,2042.028694,2486.165041,4681.571691,Male,0
-1.42E-17,0.288675134,0.499984397,-0.499984397,0,4.61E-17,-1.200000002,-0.249992198,0.249992198,-0.499984397,0.499984397,252.26486,0.08872546,1573,135.9991776,-6.0977135,-465.76154,199.98572,0.3300992,1595.023367,2147.072985,3269.799805,Male,0
-1.90E-05,0.288675134,0.499961997,-0.5,-1.90E-05,1.44E-16,-1.200000003,-0.250009501,0.249971498,-0.5,0.499980999,315.7139,0.10953513,1113,123.046875,-4.7295494,-472.40775,163.61966,0.3338183,1613.567622,2264.213563,3735.803692,Male,0
-1.83E-05,0.288675134,0.499963399,-0.5,-1.83E-05,-2.51E-16,-1.200000003,-0.25000915,0.24997255,-0.5,0.4999817,624.0183,0.15112713,1142,184.5703125,-2.5761993,-464.49866,196.71194,0.35559583,1358.583112,1967.763051,2886.844889,Male,0
-3.66E-06,0.288675135,0.499992685,-0.5,-3.66E-06,3.11E-17,-1.2,-0.250001829,0.249994514,-0.5,0.499996342,177.08023,0.035991043,7622,135.9991776,-18.749945,-675.5168,176.22992,0.29958063,1496.947942,1854.37486,2945.30831,Female,0
-1.41E-05,0.288675134,0.499971842,-0.5,-1.41E-05,1.11E-16,-1.200000002,-0.250007039,0.249978882,-0.5,0.499985921,37.876312,0.032657582,1089,103.359375,-10.316369,-641.2141,188.23459,0.32962677,1154.663133,1867.925765,2148.244629,Male,1
-1.07E-17,0.288675134,0.499980407,-0.499980407,0,4.14E-17,-1.200000004,-0.249990203,0.249990203,-0.499980407,0.499980407,7.084612,0.016661964,1013,135.9991776,-10.864389,-535.7084,212.23949,0.3098064,1272.705279,1781.060185,2428.72998,Male,1
-1.80E-05,0.288675134,0.499964029,-0.5,-1.80E-05,-7.60E-17,-1.200000003,-0.250008993,0.249973022,-0.5,0.499982014,23.300095,0.028950525,799,135.9991776,-8.9631195,-530.0099,220.84346,0.39809713,974.8535114,1636.423601,1584.84375,Male,1
-1.66E-05,0.288675134,0.499966764,-0.5,-1.66E-05,-1.15E-16,-1.200000003,-0.250008309,0.249975073,-0.5,0.499983382,33.74343,0.033488676,1051,117.4538352,-8.144498,-604.2668,229.00467,0.40748715,1239.766897,1886.813625,2364.272709,Male,1
-1.57E-17,0.288675134,0.499982788,-0.499982788,0,1.91E-17,-1.200000003,-0.249991394,0.249991394,-0.499982788,0.499982788,52.4851,0.042506214,962,123.046875,-8.257811,-532.4956,207.47093,0.3280702,1169.023216,1773.538227,2203.753341,Male,1
1.67E-17,0.288675135,0.499987733,-0.499987733,0,-1.27E-17,-1.200000001,-0.249993866,0.249993866,-0.499987733,0.499987733,15.930002,0.019769521,665,184.5703125,-11.861686,-621.06116,195.40393,0.31064624,799.1233525,1541.821371,1409.61731,Male,0
-4.37E-18,0.288675134,0.499986021,-0.499986021,0,2.44E-17,-1.200000002,-0.24999301,0.24999301,-0.499986021,0.499986021,72.87014,0.04513709,919,215.3320313,-8.329128,-555.134,247.26717,0.35432136,926.6224919,1452.617924,1741.113281,Male,0
9.99E-18,0.288675135,0.499989012,-0.499989012,0,-3.12E-17,-1.200000001,-0.249994506,0.249994506,-0.499989012,0.499989012,36.350147,0.028263964,1127,89.10290948,-10.662189,-640.34454,218.68414,0.3569168,952.1097139,1607.279949,1676.807464,Male,0
-9.29E-06,0.288675135,0.499981411,-0.5,-9.29E-06,6.73E-17,-1.200000001,-0.250004647,0.249986058,-0.5,0.499990706,48.285038,0.029959274,1590,107.6660156,-9.712551,-612.10736,218.01256,0.4127015,1170.544519,1732.0088,2117.363926,Male,0
9.53E-18,0.288675135,0.499990135,-0.499990135,0,-2.15E-17,-1.200000001,-0.249995067,0.249995067,-0.499990135,0.499990135,124.76851,0.049615953,943,129.1992188,-9.022215,-589.8146,219.39597,0.4121756,875.2951217,1518.780869,1741.144354,Male,0
-1.01E-05,0.288675135,0.499979704,-0.5,-1.01E-05,-2.54E-16,-1.200000001,-0.250005074,0.249984778,-0.5,0.499989852,67.26492,0.036948282,3726,151.9990809,-19.107517,-656.254,162.67776,0.30986866,1575.357194,1699.425873,2981.34967,Female,1
-6.18E-18,0.288675135,0.499990939,-0.499990939,0,-3.26E-17,-1.200000001,-0.249995469,0.249995469,-0.499990939,0.499990939,5.3471475,0.009843879,1287,135.9991776,-16.035572,-614.8905,177.19545,0.266977,1234.969866,2012.064016,2447.507731,Female,1
-7.20E-18,0.288675134,0.499984163,-0.499984163,0,-5.15E-17,-1.200000002,-0.249992081,0.249992081,-0.499984163,0.499984163,3.1294222,0.009956069,919,123.046875,-15.450531,-600.265,180.91922,0.2115604,1387.879118,2149.873865,2754.166142,Female,1
-5.73E-18,0.288675135,0.499987405,-0.499987405,0,-1.67E-17,-1.200000002,-0.249993702,0.249993702,-0.499987405,0.499987405,74.47301,0.043313235,1365,103.359375,-13.013372,-570.4986,211.13733,0.27292767,1228.243346,1815.346714,2422.485352,Female,1
5.81E-18,0.288675134,0.499982968,-0.499982968,0,8.80E-18,-1.200000003,-0.249991484,0.249991484,-0.499982968,0.499982968,14.524828,0.022243323,1053,135.9991776,-14.461153,-611.0381,178.46448,0.28208828,1738.493661,2260.349054,3516.780459,Female,1
1.62E-17,0.288675134,0.499984854,-0.499984854,0,-3.40E-17,-1.200000002,-0.249992427,0.249992427,-0.499984854,0.499984854,12.635293,0.019564254,1199,151.9990809,-13.884583,-644.24677,195.98456,0.27115166,1392.652906,1940.865887,2842.548453,Female,1
-1.80E-17,0.288675135,0.499993386,-0.499993386,0,1.73E-17,-1.2,-0.249996693,0.249996693,-0.499993386,0.499993386,253.83252,0.057947252,3011,107.6660156,-9.726787,-449.75345,175.12054,0.52323633,2760.718827,2755.75585,5661.268245,Male,0
2.62E-18,0.288675135,0.499988463,-0.499988463,0,-6.10E-17,-1.200000001,-0.249994231,0.249994231,-0.499988463,0.499988463,136.75963,0.056175835,3161,103.359375,-7.508567,-319.82236,109.68907,0.27034175,2794.906081,2779.066342,5972.550551,Female,0
-5.07E-06,0.288675135,0.499989854,-0.5,-5.07E-06,1.16E-17,-1.2,-0.250002537,0.24999239,-0.5,0.499994927,37.181946,0.01942317,2845,143.5546875,-15.350107,-700.07336,182.29077,0.39892974,1442.218695,2034.291892,2992.445808,Male,1
-1.15E-05,0.288675135,0.499977087,-0.5,-1.15E-05,2.52E-16,-1.200000001,-0.250005728,0.249982816,-0.5,0.499988544,146.8961,0.058015343,2021,143.5546875,-13.427597,-575.6319,215.98958,0.22887518,1443.977392,1863.734705,2813.338027,Female,0
-1.60E-05,0.288675134,0.499968098,-0.5,-1.60E-05,2.36E-17,-1.200000002,-0.250007975,0.249976074,-0.5,0.499984049,181.96254,0.076190345,1243,198.7680288,-12.502567,-572.1726,202.59604,0.22308038,1428.962678,1898.961483,2970.713757,Female,0
5.57E-18,0.288675134,0.499986014,-0.499986014,0,1.35E-17,-1.200000002,-0.249993007,0.249993007,-0.499986014,0.499986014,33.51532,0.03061891,1909,129.1992188,-14.852659,-674.38806,162.61807,0.29691815,1483.784478,1798.183396,2875.759277,Female,0
-1.68E-05,0.288675134,0.49996649,-0.5,-1.68E-05,1.86E-17,-1.200000003,-0.250008377,0.249974868,-0.5,0.499983245,12.638638,0.020579563,1649,103.359375,-16.67754,-669.1343,180.27017,0.28413668,1965.925734,2327.410428,4044.045038,Female,0
-1.81E-05,0.288675134,0.499963794,-0.5,-1.81E-05,-3.13E-16,-1.200000003,-0.250009051,0.249972846,-0.5,0.499981897,16.47202,0.024420897,1495,117.4538352,-16.064074,-630.38916,138.31143,0.22384705,1920.653957,2260.134942,3990.421549,Female,0
-9.40E-06,0.288675135,0.499981196,-0.5,-9.40E-06,-5.06E-17,-1.200000001,-0.250004701,0.249985897,-0.5,0.499990598,381.22968,0.08466798,2713,184.5703125,-7.52179,-495.93604,207.00049,0.4194957,1807.715745,2247.869878,3854.236309,Male,1
-6.32E-19,0.288675135,0.499992591,-0.499992591,0,3.28E-17,-1.200000001,-0.249996295,0.249996295,-0.499992591,0.499992591,861.31775,0.112973884,3047,95.703125,-5.9592404,-426.63425,185.19868,0.32559082,1768.268816,2402.458894,3930.625222,Female,0
-5.74E-18,0.288675135,0.499987369,-0.499987369,0,-6.34E-17,-1.200000002,-0.249993684,0.249993684,-0.499987369,0.499987369,660.16693,0.12914023,2525,135.9991776,-5.6389027,-435.13254,160.59496,0.280784,1805.398981,2288.873124,3779.767315,Female,0
3.30E-18,0.288675134,0.499985487,-0.499985487,0,4.26E-17,-1.200000002,-0.249992743,0.249992743,-0.499985487,0.499985487,534.67725,0.12457903,3161,123.046875,-5.103452,-444.24164,173.50557,0.33766574,2040.62241,2394.778069,4223.199463,Female,0
3.76E-18,0.288675134,0.499983464,-0.499983464,0,3.42E-17,-1.200000003,-0.249991732,0.249991732,-0.499983464,0.499983464,717.6721,0.15406135,1399,172.265625,-5.757641,-411.69217,180.73007,0.29146728,1526.812631,2126.501984,3111.547852,Female,0
7.23E-18,0.288675134,0.499984106,-0.499984106,0,-9.39E-17,-1.200000002,-0.249992053,0.249992053,-0.499984106,0.499984106,777.38873,0.15719788,1561,151.9990809,-4.724579,-407.35254,171.08679,0.3202361,1443.19394,2036.265256,2931.467758,Female,0
-1.96E-18,0.288675135,0.499988511,-0.499988511,0,3.05E-17,-1.200000001,-0.249994256,0.249994256,-0.499988511,0.499988511,96.362976,0.047054987,1533,107.6660156,-7.576932,-576.11255,181.0037,0.25795195,1245.106523,2048.158048,2609.398562,Male,1
1.93E-18,0.288675134,0.499982997,-0.499982997,0,-3.77E-18,-1.200000003,-0.249991499,0.249991499,-0.499982997,0.499982997,108.44367,0.06072629,935,143.5546875,-7.6273313,-438.9514,181.69804,0.24767949,1298.183119,2111.927174,2630.206509,Male,1
-1.62E-05,0.288675134,0.499967575,-0.5,-1.62E-05,-7.42E-17,-1.200000003,-0.250008106,0.249975681,-0.5,0.499983787,134.10806,0.06594323,963,92.28515625,-6.495031,-505.50262,197.0672,0.29214975,1121.259718,1854.940259,2065.598985,Male,1
-2.04E-05,0.288675134,0.499959214,-0.5,-2.04E-05,7.23E-17,-1.200000004,-0.250010197,0.24996941,-0.5,0.499979607,281.21603,0.10709705,989,107.6660156,-5.648733,-446.98877,175.79425,0.26468548,1277.066044,2066.156792,2505.477905,Male,1
-1.63E-05,0.288675134,0.499967367,-0.5,-1.63E-05,-4.82E-17,-1.200000003,-0.250008158,0.249975525,-0.5,0.499983684,272.33664,0.09427147,1050,112.3471467,-6.3651304,-540.87305,209.49863,0.31899363,1221.359758,1976.78745,2459.450684,Male,1
-4.36E-06,0.288675135,0.499991281,-0.5,-4.36E-06,-4.18E-17,-1.2,-0.25000218,0.249993461,-0.5,0.49999564,75.29528,0.0256227,10895,86.1328125,-13.128853,-702.48035,176.0948,0.39521268,2037.940349,2223.251035,4277.116211,Male,0
-9.22E-06,0.288675135,0.499981565,-0.5,-9.22E-06,3.49E-16,-1.200000001,-0.250004609,0.249986174,-0.5,0.499990782,135.16432,0.04991777,1743,103.359375,-6.1068964,-504.9499,196.66501,0.4620864,1473.762624,2234.230205,3222.565734,Male,0
-7.04E-18,0.288675134,0.499984524,-0.499984524,0,-1.37E-17,-1.200000002,-0.249992262,0.249992262,-0.499984524,0.499984524,27.237534,0.02903502,1433,103.359375,-7.304236,-491.8666,190.21686,0.41037798,1614.337125,2294.687448,3766.628265,Male,0
-1.23E-05,0.288675135,0.499975499,-0.5,-1.23E-05,4.34E-17,-1.200000001,-0.250006125,0.249981624,-0.5,0.499987749,57.1325,0.03741425,1197,123.046875,-7.236748,-506.5171,197.82959,0.42833525,1391.911703,2206.699436,2821.791687,Male,0
-1.46E-05,0.288675134,0.4999707,-0.5,-1.46E-05,2.17E-18,-1.200000002,-0.250007325,0.249978025,-0.5,0.49998535,43.13128,0.035549052,987,117.4538352,-6.716062,-527.63715,179.87051,0.46378192,1713.239297,2512.045393,4146.909253,Male,0
-9.82E-18,0.288675134,0.499982732,-0.499982732,0,-3.63E-17,-1.200000003,-0.249991366,0.249991366,-0.499982732,0.499982732,77.56911,0.05175861,1003,151.9990809,-6.49327,-483.142,185.09079,0.40703034,1551.171048,2331.312568,3650.066817,Male,0
-1.10E-05,0.288675135,0.499978024,-0.5,-1.10E-05,2.08E-16,-1.200000001,-0.250005494,0.249983518,-0.5,0.499989012,63.366524,0.037316866,1591,112.3471467,-11.631681,-562.6497,165.9711,0.3067931,1515.858674,2158.829136,3110.822013,Female,0
3.81E-18,0.288675134,0.499983257,-0.499983257,0,4.33E-17,-1.200000003,-0.249991628,0.249991628,-0.499983257,0.499983257,10.811842,0.019027561,1523,107.6660156,-12.292732,-501.5216,166.84816,0.2542255,1678.685408,2220.463061,3444.582561,Female,0
1.72E-17,0.288675135,0.499987364,-0.499987364,0,2.24E-17,-1.200000002,-0.249993682,0.249993682,-0.499987364,0.499987364,16.328932,0.020314276,2443,107.6660156,-13.2197895,-525.8233,169.38861,0.27807155,1906.696906,2331.397567,4128.163499,Female,0
-2.17E-05,0.288675134,0.499956582,-0.5,-2.17E-05,-2.56E-17,-1.200000005,-0.250010854,0.249967437,-0.5,0.499978291,13.2503,0.023985405,1771,135.9991776,-12.371224,-457.38562,147.09511,0.2868813,2025.010113,2299.392286,4269.555664,Female,0
7.41E-18,0.288675134,0.499981366,-0.499981366,0,-4.01E-17,-1.200000003,-0.249990683,0.249990683,-0.499981366,0.499981366,107.68178,0.063348524,1587,172.265625,-10.818962,-493.93558,174.62982,0.26178986,1633.352544,1940.462871,3089.405218,Female,0
-1.39E-17,0.288675135,0.499989784,-0.499989784,0,4.53E-17,-1.200000001,-0.249994892,0.249994892,-0.499989784,0.499989784,23.124866,0.02173718,1879,135.9991776,-10.3450165,-540.95215,184.19336,0.37089565,1565.91014,2263.064494,3612.531281,Male,1
-4.01E-18,0.288675134,0.499980533,-0.499980533,0,3.49E-18,-1.200000004,-0.249990267,0.249990267,-0.499980533,0.499980533,22.402641,0.029533153,977,99.38401442,-9.258249,-512.7912,185.59676,0.3376036,1559.418732,2278.999096,3684.077723,Male,1
6.31E-18,0.288675134,0.499986131,-0.499986131,0,-8.03E-17,-1.200000002,-0.249993065,0.249993065,-0.499986131,0.499986131,60.16367,0.040851545,1417,161.4990234,-6.953924,-499.41022,189.21193,0.40601814,1341.744502,2044.478932,2759.131203,Male,1
-2.93E-17,0.288675134,0.499981565,-0.499981565,0,5.52E-16,-1.200000003,-0.249990783,0.249990783,-0.499981565,0.499981565,45.142452,0.040796578,1236,123.046875,-6.952857,-490.268,150.2547,0.34754556,1677.290987,2341.15166,4089.88659,Male,1
-1.45E-05,0.288675134,0.499971026,-0.5,-1.45E-05,-4.58E-16,-1.200000002,-0.250007243,0.24997827,-0.5,0.499985513,53.94098,0.039533183,1793,95.703125,-7.881589,-494.89938,170.03685,0.39638636,1851.609341,2451.35647,4488.88119,Male,1
-5.89E-06,0.288675135,0.499988213,-0.5,-5.89E-06,4.21E-17,-1.2,-0.250002947,0.24999116,-0.5,0.499994106,154.08702,0.042617485,4963,107.6660156,-11.955237,-517.92316,155.72171,0.3427944,2084.335536,2373.166068,4637.097462,Female,1
-1.02E-05,0.288675135,0.499979569,-0.5,-1.02E-05,-6.34E-17,-1.200000001,-0.250005108,0.249984677,-0.5,0.499989785,31.872293,0.025518084,2540,161.4990234,-10.592642,-491.5597,143.76663,0.3436585,2262.817878,2730.088418,5242.7742,Male,0
-1.04E-05,0.288675135,0.499979132,-0.5,-1.04E-05,-1.35E-16,-1.200000001,-0.250005217,0.249984349,-0.5,0.499989566,19.492222,0.020168439,1704,135.9991776,-11.402088,-505.832,140.59674,0.25861457,2126.994681,2824.96421,5339.776222,Female,0
-1.67E-05,0.288675134,0.499966537,-0.5,-1.67E-05,1.36E-16,-1.200000003,-0.250008366,0.249974903,-0.5,0.499983269,10.171313,0.018448845,939,143.5546875,-12.0363865,-597.7702,166.4313,0.2778863,1745.008734,2406.47019,3904.809157,Female,0
1.01E-17,0.288675135,0.499988934,-0.499988934,0,-5.05E-17,-1.200000001,-0.249994467,0.249994467,-0.499988934,0.499988934,31.602596,0.026446259,2173,161.4990234,-9.461959,-485.16605,157.13232,0.32994124,2188.367557,2746.342416,5158.169933,Female,0
7.88E-18,0.288675134,0.499980536,-0.499980536,0,1.35E-17,-1.200000004,-0.249990268,0.249990268,-0.499980536,0.499980536,17.712439,0.026258238,1336,135.9991776,-8.927957,-476.21844,157.76848,0.3325573,2193.666897,2758.670437,5270.35702,Female,0
-1.52E-05,0.288675134,0.499969618,-0.5,-1.52E-05,4.63E-16,-1.200000002,-0.250007596,0.249977213,-0.5,0.499984809,16.658224,0.022496969,2107,143.5546875,-9.6298,-459.9657,130.90205,0.29891744,2700.517365,2983.240168,6386.913687,Female,0
-8.83E-06,0.288675135,0.499982347,-0.5,-8.83E-06,-2.39E-16,-1.200000001,-0.250004413,0.24998676,-0.5,0.499991173,231.70045,0.063955635,3421,161.4990234,-7.3080344,-488.70352,159.6185,0.38623923,2235.880461,2595.533412,4774.551309,Male,0
-4.87E-18,0.288675135,0.4999893,-0.4999893,0,-4.15E-17,-1.200000001,-0.24999465,0.24999465,-0.4999893,0.4999893,9.445989,0.014218041,3740,129.1992188,-9.88968,-425.86646,140.62552,0.2925669,3367.251696,3258.873419,7518.130626,Female,0
-9.25E-06,0.288675135,0.499981496,-0.5,-9.25E-06,2.71E-16,-1.200000001,-0.250004626,0.249986122,-0.5,0.499990748,28.045132,0.022780487,2561,143.5546875,-12.961528,-494.7485,153.61542,0.32287624,1632.034937,2073.069014,3658.714669,Female,1
-1.02E-05,0.288675135,0.499979697,-0.5,-1.02E-05,-2.84E-16,-1.200000001,-0.250005076,0.249984773,-0.5,0.499989849,12.184013,0.015728034,2601,99.38401442,-10.733463,-484.30457,136.47226,0.22693223,2028.077883,2559.222417,4651.948846,Female,0
-1.74E-05,0.288675134,0.499965142,-0.5,-1.74E-05,1.66E-16,-1.200000003,-0.250008714,0.249973857,-0.5,0.499982571,61.591614,0.04633516,1235,95.703125,-8.690253,-468.23993,167.1778,0.22756092,1882.000907,2548.206912,4071.853156,Female,0
-1.02E-17,0.288675135,0.499988437,-0.499988437,0,-5.00E-17,-1.200000001,-0.249994219,0.249994219,-0.499988437,0.499988437,15.314763,0.01881903,3073,129.1992188,-9.350675,-449.49295,121.39786,0.33043933,2629.76865,2948.541638,6318.095129,Female,0
-1.35E-05,0.288675134,0.499973014,-0.5,-1.35E-05,3.71E-17,-1.200000002,-0.250006747,0.24997976,-0.5,0.499986507,39.177094,0.03251523,1995,129.1992188,-11.673527,-547.1904,134.97723,0.31383547,2148.145138,2681.25232,4962.223419,Female,0
-1.52E-05,0.288675134,0.499969503,-0.5,-1.52E-05,1.60E-16,-1.200000002,-0.250007624,0.249977127,-0.5,0.499984751,30.62314,0.030560058,1577,129.1992188,-10.422998,-513.9576,157.4425,0.32763898,1801.547867,2371.750933,3886.246244,Female,0
-5.88E-18,0.288675134,0.499987061,-0.499987061,0,-5.73E-18,-1.200000002,-0.249993531,0.249993531,-0.499987061,0.499987061,32.420635,0.028965121,1691,117.4538352,-9.91931,-420.0109,116.88489,0.23401484,2637.120081,3109.877174,6716.942717,Female,0
1.15E-17,0.288675134,0.499983112,-0.499983112,0,-3.74E-18,-1.200000003,-0.249991556,0.249991556,-0.499983112,0.499983112,14.907709,0.022439245,1766,129.1992188,-10.21334,-476.07892,177.23758,0.26088452,2292.823227,2695.361248,5202.681758,Female,0
6.40E-18,0.288675135,0.499988748,-0.499988748,0,4.62E-17,-1.200000001,-0.249994374,0.249994374,-0.499988748,0.499988748,29.273945,0.025666595,2365,103.359375,-9.726357,-448.3869,132.1884,0.30372813,2558.946799,2955.905719,6180.400559,Female,0
-1.71E-05,0.288675134,0.499965882,-0.5,-1.71E-05,3.40E-17,-1.200000003,-0.25000853,0.249974411,-0.5,0.499982941,9.605379,0.01810295,1738,143.5546875,-10.604321,-434.6521,83.87941,0.24887602,3063.493457,3242.458862,7549.058375,Female,0
-2.13E-05,0.288675134,0.499957469,-0.5,-2.13E-05,7.54E-17,-1.200000004,-0.250010633,0.249968101,-0.5,0.499978734,76.39874,0.05700308,1153,103.359375,-7.8481755,-410.20816,132.29315,0.24876249,2228.533343,2824.507017,5500.563116,Female,0
0,0.288675135,0.499988489,-0.499988489,0,4.48E-17,-1.200000001,-0.249994244,0.249994244,-0.499988489,0.499988489,283.85358,0.08084018,1576,129.1992188,-5.6344757,-480.49982,185.06412,0.3698547,1459.593064,2044.762879,3050.874885,Male,0
1.01E-17,0.288675134,0.499977727,-0.499977727,0,0,-1.200000005,-0.249988864,0.249988864,-0.499977727,0.499977727,126.564804,0.075085826,999,117.4538352,-5.1445727,-394.14716,187.70786,0.32896328,1628.86762,2218.821738,3531.690008,Male,0
-2.05E-05,0.288675134,0.499959073,-0.5,-2.05E-05,1.69E-16,-1.200000004,-0.250010232,0.249969305,-0.5,0.499979537,415.65585,0.13042766,993,135.9991776,-2.8950026,-432.67947,194.1155,0.39177,1381.166258,1912.850478,2544.282532,Male,0
3.09E-17,0.288675134,0.499966072,-0.499966072,0,-6.41E-16,-1.200000011,-0.249983036,0.249983036,-0.499966072,0.499966072,52.93752,0.05993455,678,107.6660156,-7.2647867,-462.85895,145.69151,0.3724501,1820.614901,2343.229446,4109.8717,Male,0
-1.86E-05,0.288675134,0.499962853,-0.5,-1.86E-05,5.66E-18,-1.200000003,-0.250009287,0.24997214,-0.5,0.499981426,18.76002,0.026398491,1563,161.4990234,-7.0070634,-460.29172,152.80954,0.45456442,2154.878095,2616.491723,4934.556954,Male,0
-9.52E-06,0.288675135,0.499980967,-0.5,-9.52E-06,-1.59E-16,-1.200000001,-0.250004758,0.249985725,-0.5,0.499990483,46.430782,0.029727472,3776,123.046875,-9.339647,-481.38766,154.26248,0.3375774,2190.311229,2480.402414,4986.922596,Female,1
-2.19E-17,0.288675135,0.499990207,-0.499990207,0,1.13E-16,-1.200000001,-0.249995103,0.249995103,-0.499990207,0.499990207,300.7241,0.076747626,2619,151.9990809,-7.1565704,-486.8568,203.31241,0.33991498,1545.708138,2033.578788,3058.468506,Male,1
-1.15E-17,0.288675134,0.499985124,-0.499985124,0,2.36E-17,-1.200000002,-0.249992562,0.249992562,-0.499985124,0.499985124,183.17346,0.073822804,1661,129.1992188,-3.65832,-414.8321,164.40555,0.36124358,1440.520425,1981.117761,2947.928134,Male,1
-1.48E-05,0.288675134,0.499970365,-0.5,-1.48E-05,-3.56E-18,-1.200000002,-0.250007409,0.249977774,-0.5,0.499985183,56.393795,0.04088061,1613,117.4538352,-10.282177,-384.1822,135.09679,0.24141398,2138.310712,2729.38181,5178.08283,Female,1
-9.57E-18,0.288675134,0.499978957,-0.499978957,0,0,-1.200000004,-0.249989479,0.249989479,-0.499978957,0.499978957,48.19782,0.045038234,760,129.1992188,-9.732998,-456.57364,159.16664,0.23431927,1638.522073,2490.451333,3834.055539,Female,1
-1.49E-17,0.288675134,0.499983576,-0.499983576,0,2.67E-17,-1.200000003,-0.249991788,0.249991788,-0.499983576,0.499983576,131.07602,0.06561723,1197,103.359375,-7.251186,-417.43735,196.52043,0.27584714,1194.990652,1802.399657,2098.590088,Female,1
-2.20E-05,0.288675134,0.499956028,-0.5,-2.20E-05,1.17E-16,-1.200000005,-0.250010993,0.249967021,-0.5,0.499978014,57.882446,0.050449762,893,123.046875,-8.381855,-447.46875,154.5721,0.24618027,1556.840571,2343.405095,3330.708008,Female,1
2.36E-17,0.288675134,0.499981097,-0.499981097,0,6.06E-18,-1.200000003,-0.249990549,0.249990549,-0.499981097,0.499981097,79.09531,0.05468325,1020,184.5703125,-7.8343816,-480.77588,182.39563,0.26217008,1352.877842,2136.001965,2843.211013,Female,1
-8.38E-18,0.288675135,0.499987721,-0.499987721,0,4.35E-17,-1.200000001,-0.24999386,0.24999386,-0.499987721,0.499987721,276.56113,0.08241325,1191,143.5546875,-5.266874,-424.2613,208.00629,0.34191626,1193.35471,1834.817709,2392.069702,Male,1
-1.73E-05,0.288675134,0.499965489,-0.5,-1.73E-05,5.73E-17,-1.200000003,-0.250008628,0.249974117,-0.5,0.499982744,223.69011,0.087862626,1127,135.9991776,-5.656598,-456.32892,208.30626,0.3179058,1338.137944,1896.258197,2939.471114,Male,1
-3.95E-18,0.288675134,0.499982635,-0.499982635,0,7.05E-17,-1.200000003,-0.249991317,0.249991317,-0.499982635,0.499982635,126.42379,0.066262975,1067,135.9991776,-5.5277557,-438.72705,212.07906,0.4033955,1270.50584,1907.032936,2506.918174,Male,1
-1.71E-05,0.288675134,0.499965737,-0.5,-1.71E-05,2.05E-16,-1.200000003,-0.250008566,0.249974303,-0.5,0.499982868,25.979769,0.029835297,1799,117.4538352,-8.42432,-499.84955,163.95511,0.35590908,2043.507312,2473.051235,4750.855755,Male,1
-1.96E-05,0.288675134,0.49996083,-0.5,-1.96E-05,-1.60E-17,-1.200000004,-0.250009792,0.249970623,-0.5,0.499980415,108.8304,0.06529046,1137,99.38401442,-4.9146566,-451.91278,183.67543,0.37804797,1561.911133,2169.378851,3480.842285,Male,1
-4.68E-18,0.288675135,0.499989708,-0.499989708,0,-7.30E-17,-1.200000001,-0.249994854,0.249994854,-0.499989708,0.499989708,225.94302,0.06819575,1915,129.1992188,-11.597469,-529.8595,173.10855,0.2624584,1356.973091,1800.371489,2540.12464,Female,1
5.31E-18,0.288675135,0.499992818,-0.499992818,0,-7.84E-17,-1.2,-0.249996409,0.249996409,-0.499992818,0.499992818,153.01898,0.046882957,3783,123.046875,-6.777048,-489.01276,177.95099,0.4593283,2479.780621,2767.582409,5528.016573,Male,0
-1.14E-05,0.288675135,0.499977117,-0.5,-1.14E-05,2.10E-17,-1.200000001,-0.250005721,0.249982838,-0.5,0.499988558,57.683884,0.03633177,1567,107.6660156,-11.748043,-545.21625,158.67087,0.29996023,1746.42778,2449.855307,3827.026083,Female,0
