mean,sd,maxv,minv,median,skew,kurtosis,q1,q3,mode,iqr,energy,rmse,zcr,tempo,meanmfcc,minmfcc,maxmfcc,chroma_freq,spectral_centroid,spectral_bandwidth,spectral_rolloff,Sex,Age_Class
-6.92E-18,0.288675135,0.499988406,-0.499988406,0,-6.76E-17,-1.200000001,-0.249994203,0.249994203,-0.499988406,0.499988406,867.1181,0.14179617,3089,129.1992188,-6.450711,-420.353,197.1207,0.34446847,1823.60403,2209.767677,3732.337431,Female,1
-1.47E-18,0.288675134,0.49998709,-0.49998709,0,-2.10E-17,-1.200000002,-0.249993545,0.249993545,-0.49998709,0.49998709,54.4257,0.037487276,2567,161.4990234,-7.000677,-516.6299,194.25049,0.4214906,1833.207079,2176.546705,3516.287071,Male,0
-1.15E-17,0.288675134,0.499983142,-0.499983142,0,-4.36E-17,-1.200000003,-0.249991571,0.249991571,-0.499983142,0.499983142,23.893442,0.028383184,1853,198.7680288,-6.3847723,-524.8721,215.22888,0.42845145,1672.358061,2016.863709,3333.37697,Male,0
-1.30E-05,0.288675134,0.499974054,-0.5,-1.30E-05,-3.66E-16,-1.200000002,-0.250006486,0.249980541,-0.5,0.499987027,77.2063,0.044756822,5237,143.5546875,-4.990675,-505.3347,176.09811,0.4419656,2779.127636,2546.307253,5155.218827,Male,0
-1.73E-05,0.288675134,0.499965355,-0.5,-1.73E-05,3.60E-16,-1.200000003,-0.250008661,0.249974016,-0.5,0.499982677,286.48608,0.09962618,3435,129.1992188,-1.2006602,-503.7422,206.14723,0.48067257,2310.978855,2298.779703,4307.585064,Male,0
-1.86E-05,0.288675134,0.499962775,-0.5,-1.86E-05,-1.63E-16,-1.200000003,-0.250009306,0.249972082,-0.5,0.499981388,542.009,0.14204237,1350,215.3320313,-3.308032,-542.33154,213.8726,0.4266798,1437.811431,1986.871224,3026.430756,Male,0
-6.17E-06,0.288675135,0.499987658,-0.5,-6.17E-06,-3.64E-16,-1.2,-0.250003085,0.249990744,-0.5,0.499993829,93.901344,0.034042675,3675,143.5546875,-10.420617,-538.57764,210.90724,0.57187206,2583.502602,2893.284172,5973.22929,Male,0
2.67E-17,0.288675134,0.499981961,-0.499981961,0,-1.14E-16,-1.200000003,-0.24999098,0.24999098,-0.499981961,0.499981961,81.08521,0.0540876,1839,184.5703125,-5.5904093,-416.6196,172.43884,0.38717294,1882.591652,2337.197753,3980.706232,Male,1
-5.24E-18,0.288675134,0.499981557,-0.499981557,0,3.25E-17,-1.200000003,-0.249990779,0.249990779,-0.499981557,0.499981557,71.4843,0.051349066,1227,112.3471467,-7.047458,-435.64108,220.57867,0.34430766,1319.879048,1937.353586,2539.699108,Male,1
1.28E-17,0.288675134,0.499984926,-0.499984926,0,6.24E-19,-1.200000002,-0.249992463,0.249992463,-0.499984926,0.499984926,23.481096,0.026606822,2589,112.3471467,-9.55811,-511.24307,166.3295,0.35115287,2309.689203,2572.998509,4893.00631,Male,1
5.95E-18,0.288675134,0.499982553,-0.499982553,0,-9.66E-18,-1.200000003,-0.249991277,0.249991277,-0.499982553,0.499982553,161.00912,0.07495399,3161,161.4990234,-4.7596145,-410.50354,179.25421,0.3658332,2079.464343,2279.932276,4049.780273,Male,1
-9.25E-18,0.288675134,0.499979651,-0.499979651,0,4.81E-17,-1.200000004,-0.249989825,0.249989825,-0.499979651,0.499979651,184.49327,0.086652055,2065,151.9990809,-5.3027787,-422.59467,189.8024,0.34765494,2059.934404,2290.801924,4138.412476,Male,1
-8.46E-06,0.288675135,0.499983088,-0.5,-8.46E-06,1.61E-16,-1.200000001,-0.250004228,0.249987316,-0.5,0.499991544,48.546402,0.02865378,6077,112.3471467,-16.118399,-425.22098,147.62857,0.29996487,2156.696244,2065.397585,4110.521409,Female,1
3.54E-17,0.288675135,0.499989256,-0.499989256,0,-5.41E-16,-1.200000001,-0.249994628,0.249994628,-0.499989256,0.499989256,19.067661,0.020241817,4031,86.1328125,-16.027254,-556.5979,144.69514,0.32382,2213.49979,2075.240664,4059.363732,Female,0
-1.47E-17,0.288675134,0.499987112,-0.499987112,0,9.23E-17,-1.200000002,-0.249993556,0.249993556,-0.499987112,0.499987112,54.31619,0.037416708,1617,161.4990234,-8.628157,-552.6112,218.06714,0.42898962,1243.059386,1766.734378,2128.812127,Male,0
-9.99E-06,0.288675135,0.499980024,-0.5,-9.99E-06,-3.11E-17,-1.200000001,-0.250004994,0.249985018,-0.5,0.499990012,39.955017,0.028251417,4631,103.359375,-8.410541,-472.14706,133.19473,0.36279374,2607.191548,2685.345678,5743.54248,Female,0
-1.38E-05,0.288675134,0.499972394,-0.5,-1.38E-05,3.08E-16,-1.200000002,-0.250006902,0.249979295,-0.5,0.499986197,52.386997,0.03802888,2679,151.9990809,-7.9635983,-464.05792,162.45535,0.34823275,2053.519248,2504.909533,4509.841274,Female,0
-1.15E-05,0.288675135,0.499976995,-0.5,-1.15E-05,-3.54E-16,-1.200000001,-0.250005751,0.249982746,-0.5,0.499988497,11.829911,0.016497036,4747,123.046875,-10.160952,-545.7424,148.03168,0.35128412,2970.042801,2858.825273,6268.442096,Female,0
-1.55E-05,0.288675134,0.499969048,-0.5,-1.55E-05,1.83E-16,-1.200000002,-0.250007738,0.249976786,-0.5,0.499984524,32.98357,0.03195169,3461,123.046875,-8.113383,-561.1743,153.88275,0.38942203,2603.067307,2725.621809,5422.49794,Female,0
3.81E-18,0.288675134,0.499984784,-0.499984784,0,-1.03E-16,-1.200000002,-0.249992392,0.249992392,-0.499984784,0.499984784,201.72192,0.078349486,3467,143.5546875,-5.903905,-455.11102,153.02365,0.4176795,2518.666813,2691.442006,5435.146109,Female,0
-1.07E-05,0.288675135,0.499978636,-0.5,-1.07E-05,2.32E-16,-1.200000001,-0.250005341,0.249983977,-0.5,0.499989318,89.06425,0.0436206,2845,151.9990809,-7.9799027,-638.6578,214.48416,0.43833384,1440.73827,1823.317675,2685.681948,Male,1
-1.89E-17,0.288675134,0.499983336,-0.499983336,0,-7.38E-17,-1.200000003,-0.249991668,0.249991668,-0.499983336,0.499983336,35.55542,0.034423586,1251,184.5703125,-9.158895,-650.27435,223.27458,0.39205626,1418.20478,1844.802205,3112.64276,Male,1
9.04E-18,0.288675135,0.499987947,-0.499987947,0,4.29E-17,-1.200000001,-0.249993973,0.249993973,-0.499987947,0.499987947,17.222916,0.020375969,2523,135.9991776,-10.703545,-645.9315,173.29056,0.4493765,1879.397166,2236.605239,4005.307081,Male,1
-1.34E-05,0.288675134,0.499973118,-0.5,-1.34E-05,-1.29E-16,-1.200000002,-0.25000672,0.249979839,-0.5,0.499986559,159.86414,0.06555473,2109,215.3320313,-5.689086,-581.8374,201.32748,0.43861374,1605.186007,1982.256921,3454.456737,Male,1
-1.72E-05,0.288675134,0.49996569,-0.5,-1.72E-05,6.84E-17,-1.200000003,-0.250008578,0.249974267,-0.5,0.499982845,50.23194,0.041514568,1265,135.9991776,-7.3568053,-522.9024,233.52238,0.40294397,1230.129381,1702.815843,2560.94007,Male,1
-9.10E-06,0.288675135,0.499981799,-0.5,-9.10E-06,-2.02E-16,-1.200000001,-0.25000455,0.249986349,-0.5,0.499990899,29.840994,0.023305284,3875,143.5546875,-7.4383783,-472.1838,146.47443,0.38593805,2027.747307,2447.445658,4333.457438,Female,1
-1.70E-05,0.288675134,0.499965975,-0.5,-1.70E-05,-2.26E-16,-1.200000003,-0.250008506,0.249974481,-0.5,0.499982987,10.475678,0.018879535,2055,103.359375,-8.042843,-427.6855,146.95903,0.25922024,2061.923253,2527.179453,4455.331105,Female,1
-1.22E-05,0.288675135,0.499975547,-0.5,-1.22E-05,4.21E-16,-1.200000001,-0.250006113,0.24998166,-0.5,0.499987773,21.1848,0.02276053,4233,99.38401442,-8.64169,-486.68936,139.85284,0.35643515,2845.386273,2812.068862,5985.288391,Female,1
-1.47E-05,0.288675134,0.4999706,-0.5,-1.47E-05,7.23E-17,-1.200000002,-0.25000735,0.24997795,-0.5,0.4999853,51.263702,0.038821843,4459,143.5546875,-7.066533,-459.42313,194.57802,0.36795235,2626.841855,2409.616498,4946.690984,Female,1
-2.14E-17,0.288675135,0.49998984,-0.49998984,0,9.07E-17,-1.200000001,-0.24999492,0.24999492,-0.49998984,0.49998984,58.528362,0.034485333,6827,112.3471467,-7.998759,-444.14444,176.43536,0.33984336,2837.809872,2659.377729,5637.148387,Female,1
1.20E-18,0.288675135,0.499991576,-0.499991576,0,2.11E-17,-1.200000001,-0.249995788,0.249995788,-0.499991576,0.499991576,606.11053,0.10105085,2279,129.1992188,-6.329525,-526.2813,206.94046,0.45598707,1170.345878,1657.899217,2216.806136,Male,1
-1.13E-05,0.288675135,0.499977364,-0.5,-1.13E-05,9.48E-17,-1.200000001,-0.250005659,0.249983023,-0.5,0.499988682,339.43265,0.08765441,4281,135.9991776,-6.15787,-377.31406,162.08893,0.3005699,2107.049727,2259.171444,3944.165039,Female,0
3.79E-18,0.288675134,0.499985201,-0.499985201,0,-1.36E-17,-1.200000002,-0.249992601,0.249992601,-0.499985201,0.499985201,470.49097,0.11800511,1851,112.3471467,-5.131314,-478.82816,167.0412,0.2722751,1704.588266,2067.287432,3357.711515,Female,0
-3.03E-18,0.288675134,0.499986691,-0.499986691,0,9.43E-17,-1.200000002,-0.249993346,0.249993346,-0.499986691,0.499986691,529.86975,0.11875988,5883,143.5546875,-4.565228,-373.05838,165.15881,0.31595755,2795.927501,2408.562157,5038.624037,Female,0
-1.21E-17,0.288675134,0.499982276,-0.499982276,0,-2.00E-17,-1.200000003,-0.249991138,0.249991138,-0.499982276,0.499982276,391.01624,0.117730275,1793,135.9991776,-5.4547243,-480.53992,174.35092,0.29720008,1867.335954,2261.463969,3928.271484,Female,0
-4.40E-06,0.288675135,0.499991202,-0.5,-4.40E-06,-1.04E-16,-1.2,-0.250002199,0.249993402,-0.5,0.499995601,53.798542,0.021755736,9133,135.9991776,-16.155617,-719.9269,197.70674,0.38004866,1773.779731,2033.764056,3560.558589,Male,1
-1.24E-17,0.288675135,0.499990888,-0.499990888,0,-1.38E-17,-1.200000001,-0.249995444,0.249995444,-0.499990888,0.499990888,37.181282,0.02603052,2201,151.9990809,-14.324103,-560.3834,176.77136,0.39958206,1766.334404,2203.552993,3680.383301,Female,0
-1.40E-05,0.288675134,0.499971957,-0.5,-1.40E-05,-2.80E-16,-1.200000002,-0.250007011,0.249978968,-0.5,0.499985979,159.7945,0.0669407,1906,135.9991776,-4.5184445,-395.7517,178.34958,0.38208517,1656.393367,2190.541058,3220.598145,Male,0
3.57E-18,0.288675134,0.499980682,-0.499980682,0,-2.24E-17,-1.200000004,-0.249990341,0.249990341,-0.499980682,0.499980682,38.8828,0.038758904,1095,86.1328125,-5.9775634,-432.8733,178.52411,0.38396963,1735.26639,2377.220927,3745.299575,Male,0
2.03E-18,0.288675134,0.499985738,-0.499985738,0,-2.14E-18,-1.200000002,-0.249992869,0.249992869,-0.499985738,0.499985738,153.25444,0.06611791,3219,123.046875,-4.8224072,-395.85205,153.38565,0.35373122,2153.385321,2335.186538,4218.167247,Male,0
-1.77E-05,0.288675134,0.499964689,-0.5,-1.77E-05,-9.84E-17,-1.200000003,-0.250008828,0.249973517,-0.5,0.499982345,273.96857,0.09835666,2807,184.5703125,-4.1184363,-424.6449,168.7801,0.3880865,2119.292447,2140.83408,4059.970093,Male,0
-1.53E-05,0.288675134,0.499969363,-0.5,-1.53E-05,-8.14E-17,-1.200000002,-0.250007659,0.249977022,-0.5,0.499984681,69.77555,0.046235606,2747,112.3471467,-8.098036,-540.4254,152.49103,0.36812177,2392.027911,2513.879285,5007.310867,Male,0
-1.89E-18,0.288675134,0.499985215,-0.499985215,0,-5.82E-17,-1.200000002,-0.249992607,0.249992607,-0.499985215,0.499985215,870.57324,0.1604483,1823,95.703125,-1.6661577,-445.27682,195.95294,0.41070572,1598.624189,2017.850269,3251.835063,Male,1
-3.02E-18,0.288675134,0.499982274,-0.499982274,0,9.49E-18,-1.200000003,-0.249991137,0.249991137,-0.499982274,0.499982274,43.02202,0.03905413,2889,117.4538352,-10.465863,-547.84906,175.95555,0.3182488,2129.021836,2171.350152,3909.814453,Female,1
8.76E-18,0.288675134,0.499979687,-0.499979687,0,-1.65E-16,-1.200000004,-0.249989844,0.249989844,-0.499979687,0.499979687,33.085777,0.03666239,1357,129.1992188,-8.757211,-444.1124,183.1283,0.28428057,1548.981388,2033.106291,3081.665039,Female,1
-1.53E-05,0.288675134,0.499969484,-0.5,-1.53E-05,4.96E-16,-1.200000002,-0.250007629,0.249977113,-0.5,0.499984742,89.03324,0.052124016,3655,112.3471467,-9.300309,-538.87646,176.28442,0.32019773,2487.700989,2388.62481,4733.660607,Female,1
-1.61E-05,0.288675134,0.499967771,-0.5,-1.61E-05,5.71E-17,-1.200000002,-0.250008057,0.249975828,-0.5,0.499983886,94.38716,0.055154324,2311,172.265625,-6.9619765,-559.4469,189.98932,0.41449133,2028.036203,2377.139626,4261.985704,Female,1
-1.70E-05,0.288675134,0.499965954,-0.5,-1.70E-05,-2.66E-16,-1.200000003,-0.250008512,0.249974465,-0.5,0.499982977,87.06216,0.05444374,2243,184.5703125,-8.685716,-537.39966,182.60828,0.31833914,1855.283894,2045.270858,3396.862793,Female,1
-1.05E-05,0.288675135,0.499979033,-0.5,-1.05E-05,2.24E-16,-1.200000001,-0.250005242,0.249984275,-0.5,0.499989517,157.69975,0.05750209,3487,135.9991776,-5.457355,-498.67484,168.43584,0.4121128,2526.02141,2670.124613,5439.653632,Male,0
-8.31E-06,0.288675135,0.499983372,-0.5,-8.31E-06,-2.26E-17,-1.200000001,-0.250004157,0.249987529,-0.5,0.499991686,88.619774,0.03838759,7619,117.4538352,-10.506679,-439.20447,117.826035,0.29983604,2734.405951,2319.24432,5019.882357,Female,0
-2.04E-17,0.288675135,0.499987203,-0.499987203,0,-4.06E-17,-1.200000002,-0.249993601,0.249993601,-0.499987203,0.499987203,95.549644,0.04945239,2503,143.5546875,-9.727736,-451.68164,144.45384,0.23957977,1981.959424,2175.302805,3886.044034,Female,0
-1.26E-18,0.288675135,0.499988175,-0.499988175,0,-9.06E-17,-1.200000001,-0.249994087,0.249994087,-0.499988175,0.499988175,140.29504,0.057602093,5051,151.9990809,-8.628858,-470.7533,118.13862,0.32811368,2965.136944,2622.290667,5747.938335,Female,0
8.41E-18,0.288675135,0.499987677,-0.499987677,0,0,-1.200000001,-0.249993839,0.249993839,-0.499987677,0.499987677,459.79062,0.10645126,4184,135.9991776,-7.353071,-498.43362,139.89102,0.31898877,2469.157832,2339.280444,4875.655518,Female,0
2.57E-18,0.288675135,0.499988676,-0.499988676,0,-1.47E-17,-1.200000001,-0.249994338,0.249994338,-0.499988676,0.499988676,456.58908,0.10169103,3303,151.9990809,-9.116755,-464.18597,159.77946,0.28221804,2323.042999,2413.696538,4758.342874,Female,0
2.41E-18,0.288675135,0.499989397,-0.499989397,0,1.37E-17,-1.200000001,-0.249994699,0.249994699,-0.499989397,0.499989397,35.84043,0.027568525,4984,143.5546875,-9.396994,-418.0085,106.38306,0.3351014,2837.633919,2772.027584,5895.11955,Female,0
-2.88E-17,0.288675134,0.499984184,-0.499984184,0,4.77E-16,-1.200000002,-0.249992092,0.249992092,-0.499984184,0.499984184,23.272884,0.027132653,3185,135.9991776,-10.146103,-437.40665,125.74295,0.302087,2613.233087,2570.602303,5267.299332,Female,0
0,0.288675135,0.499987583,-0.499987583,0,-4.40E-17,-1.200000001,-0.249993791,0.249993791,-0.499987583,0.499987583,37.846867,0.030657753,4667,161.4990234,-9.012511,-475.91895,97.382034,0.3095311,3052.002596,2800.562521,6309.09223,Female,0
-1.49E-05,0.288675134,0.499970229,-0.5,-1.49E-05,-1.98E-17,-1.200000002,-0.250007443,0.249977672,-0.5,0.499985115,54.860016,0.040413175,3226,112.3471467,-7.796508,-426.5895,143.80276,0.40006492,2632.893101,2681.681455,5641.209828,Female,0
-5.84E-18,0.288675134,0.499982891,-0.499982891,0,-4.30E-17,-1.200000003,-0.249991446,0.249991446,-0.499982891,0.499982891,62.3665,0.04619537,2855,112.3471467,-7.749649,-384.91995,137.10498,0.32425278,2694.69853,2748.407865,5823.060766,Female,0
-1.27E-05,0.288675135,0.499974606,-0.5,-1.27E-05,-2.36E-16,-1.200000002,-0.250006348,0.249980955,-0.5,0.499987303,781.2167,0.1408471,1605,107.6660156,-3.4571574,-440.79483,187.54651,0.37453535,1423.397306,2075.093698,2841.124379,Male,0
-9.42E-18,0.288675134,0.499979281,-0.499979281,0,1.22E-16,-1.200000004,-0.249989641,0.249989641,-0.499979281,0.499979281,397.1713,0.12828718,1069,117.4538352,-3.5257666,-434.57098,189.23495,0.33446717,1463.43974,1994.753621,2861.000061,Male,0
-3.15E-18,0.288675134,0.499985239,-0.499985239,0,7.79E-19,-1.200000002,-0.249992619,0.249992619,-0.499985239,0.499985239,624.6413,0.13579649,2109,198.7680288,-1.6223375,-415.14392,169.88223,0.40100953,1795.917455,2336.040247,3879.511865,Male,0
-2.20E-05,0.288675134,0.499955912,-0.5,-2.20E-05,-1.17E-16,-1.200000005,-0.250011022,0.249966934,-0.5,0.499977956,455.7283,0.14174649,1577,112.3471467,-1.5714066,-403.4953,192.29985,0.40662107,1727.558233,2175.291001,3592.216797,Male,0
-2.15E-05,0.288675134,0.499957008,-0.5,-2.15E-05,-3.81E-17,-1.200000004,-0.250010748,0.249967756,-0.5,0.499978504,601.3553,0.16079062,1221,143.5546875,-0.86831945,-360.2049,186.4502,0.3598309,1656.403959,2261.970003,3599.789827,Male,0
-1.43E-05,0.288675134,0.499971461,-0.5,-1.43E-05,1.56E-16,-1.200000002,-0.250007135,0.249978596,-0.5,0.499985731,19.699795,0.023710942,3332,151.9990809,-8.201621,-420.25067,109.12912,0.35142922,2908.759694,2962.830088,6223.719854,Female,0
-1.69E-17,0.288675135,0.499990263,-0.499990263,0,1.70E-17,-1.200000001,-0.249995131,0.249995131,-0.499990263,0.499990263,30.992945,0.024567751,4363,123.046875,-6.246039,-428.33347,126.924774,0.47797135,2863.170093,3030.890434,6547.15975,Male,0
-1.01E-05,0.288675135,0.499979742,-0.5,-1.01E-05,1.09E-16,-1.200000001,-0.250005065,0.249984806,-0.5,0.499989871,231.12483,0.06842691,4011,135.9991776,-7.192257,-428.60565,163.98737,0.31702435,1822.146099,2206.849233,3491.819779,Female,1
-1.62E-05,0.288675134,0.499967642,-0.5,-1.62E-05,2.05E-16,-1.200000003,-0.25000809,0.249975731,-0.5,0.499983821,330.0183,0.10333838,1454,95.703125,-5.3535514,-445.79373,186.58066,0.3025075,1590.492397,2163.337917,3350.354604,Female,1
-1.00E-17,0.288675135,0.49998897,-0.49998897,0,1.23E-16,-1.200000001,-0.249994485,0.249994485,-0.49998897,0.49998897,177.05453,0.062496524,5235,161.4990234,-5.0415525,-418.44922,160.8442,0.36394447,2283.613836,2519.201758,4582.822101,Female,1
1.63E-17,0.288675134,0.4999855,-0.4999855,0,-5.70E-17,-1.200000002,-0.24999275,0.24999275,-0.4999855,0.4999855,182.03946,0.072657466,4646,107.6660156,-5.331272,-468.43915,178.39592,0.4121838,2485.377736,2526.244479,4827.712474,Female,1
-2.51E-05,0.288675134,0.499949774,-0.5,-2.51E-05,-5.38E-17,-1.200000006,-0.250012557,0.24996233,-0.5,0.499974887,63.314106,0.056391627,727,184.5703125,-7.1477346,-400.8237,162.4545,0.30216295,1765.936917,2492.466713,4103.455529,Female,1
-7.83E-06,0.288675135,0.499984336,-0.5,-7.83E-06,-1.62E-17,-1.200000001,-0.250003916,0.249988252,-0.5,0.499992168,42.292736,0.025738288,4984,135.9991776,-7.2474546,-456.93,160.344,0.48565793,2613.43929,2761.559984,5664.179883,Male,1
-9.43E-06,0.288675135,0.499981144,-0.5,-9.43E-06,-1.55E-16,-1.200000001,-0.250004714,0.249985858,-0.5,0.499990572,142.21501,0.05178399,3437,161.4990234,-8.440269,-509.30505,185.41093,0.38512376,1632.458523,2057.944182,3104.508151,Male,0
1.72E-17,0.288675134,0.499986258,-0.499986258,0,-7.88E-17,-1.200000002,-0.249993129,0.249993129,-0.499986258,0.499986258,3.1027155,0.009234424,2049,123.046875,-13.910176,-629.93365,151.03894,0.41291046,2518.351443,2798.935808,5590.707397,Female,0
-5.98E-18,0.288675135,0.49999044,-0.49999044,0,-4.50E-17,-1.200000001,-0.24999522,0.24999522,-0.49999044,0.49999044,11.677018,0.014942077,4121,135.9991776,-10.320089,-542.3473,139.68396,0.44990322,2768.718182,2965.804018,6253.723026,Female,0
1.53E-18,0.288675134,0.499986523,-0.499986523,0,-3.76E-17,-1.200000002,-0.249993262,0.249993262,-0.499986523,0.499986523,63.96219,0.0415211,2187,99.38401442,-10.224726,-534.88477,178.58038,0.28300962,1830.505111,2276.72741,3631.884431,Female,0
0,0.288675134,0.499977278,-0.499977278,0,-2.01E-17,-1.200000005,-0.249988639,0.249988639,-0.499977278,0.499977278,49.790306,0.04756765,875,151.9990809,-9.8446,-515.3645,147.52255,0.2188098,1610.414803,2213.609029,3561.992415,Female,0
-1.42E-05,0.288675134,0.499971518,-0.5,-1.42E-05,-1.64E-18,-1.200000002,-0.25000712,0.249978639,-0.5,0.499985759,90.509895,0.050772976,4555,184.5703125,-7.7581415,-525.80316,179.37463,0.28781486,2580.071893,2491.702424,4771.164869,Female,0
-1.94E-05,0.288675134,0.499961225,-0.5,-1.94E-05,-1.75E-16,-1.200000004,-0.250009694,0.249970919,-0.5,0.499980613,121.94294,0.06876266,2999,143.5546875,-6.7928896,-492.986,185.87524,0.32370842,2061.027822,2034.274703,3644.389074,Female,0
1.28E-17,0.288675134,0.499979751,-0.499979751,0,5.77E-17,-1.200000004,-0.249989876,0.249989876,-0.499979751,0.499979751,69.08758,0.05289481,1821,135.9991776,-7.837673,-509.75977,187.11848,0.28480342,1929.047256,2261.887172,3685.03418,Female,0
1.78E-18,0.288675134,0.499985261,-0.499985261,0,-5.06E-17,-1.200000002,-0.24999263,0.24999263,-0.499985261,0.499985261,21.807983,0.025354825,4165,143.5546875,-8.143936,-428.08197,114.66151,0.28922024,2943.486955,2798.461674,6143.390712,Female,0
1.33E-18,0.288675135,0.499987929,-0.499987929,0,1.82E-17,-1.200000001,-0.249993964,0.249993964,-0.499987929,0.499987929,118.42119,0.05346929,2903,112.3471467,-12.29857,-518.99567,186.94174,0.35038984,1735.3789,1881.675865,2962.277561,Female,0
-2.21E-05,0.288675134,0.499955744,-0.5,-2.21E-05,2.09E-16,-1.200000005,-0.250011064,0.249966808,-0.5,0.499977872,35.0094,0.039361946,833,135.9991776,-12.940409,-569.1385,198.20651,0.2869439,1370.780119,2034.14807,2747.875977,Female,0
0,0.288675134,0.499984032,-0.499984032,0,8.49E-17,-1.200000002,-0.249992016,0.249992016,-0.499984032,0.499984032,44.581253,0.037732344,6441,135.9991776,-10.846341,-508.80777,162.14507,0.29606017,3232.561887,2422.99022,5319.916756,Female,0
9.47E-18,0.288675134,0.499979173,-0.499979173,0,-2.46E-17,-1.200000004,-0.249989586,0.249989586,-0.499979173,0.499979173,53.69534,0.04729327,3539,123.046875,-8.623464,-559.04724,204.12714,0.31196213,2534.723575,2374.802914,4606.043779,Female,0
-2.06E-05,0.288675134,0.499958827,-0.5,-2.06E-05,-1.70E-16,-1.200000004,-0.250010293,0.249969121,-0.5,0.499979414,119.05244,0.07001213,2000,161.4990234,-9.122165,-536.473,213.21016,0.3079723,1905.56344,2153.438042,3540.641785,Female,0
-7.80E-06,0.288675135,0.499984409,-0.5,-7.80E-06,-3.08E-17,-1.200000001,-0.250003898,0.249988306,-0.5,0.499992204,13.382158,0.014444595,5940,103.359375,-12.165095,-520.09436,138.50143,0.37383798,2576.133611,2583.006969,5280.419922,Male,1
-1.55E-05,0.288675134,0.49996904,-0.5,-1.55E-05,2.88E-16,-1.200000002,-0.25000774,0.24997678,-0.5,0.49998452,1.606671,0.00705281,3543,143.5546875,-11.782972,-506.05426,111.11044,0.45592698,3131.819334,2883.268484,6457.101059,Male,0
-1.93E-05,0.288675134,0.499961479,-0.5,-1.93E-05,4.62E-17,-1.200000004,-0.25000963,0.249971109,-0.5,0.49998074,4.9548416,0.01381537,3469,184.5703125,-8.529317,-434.73782,126.25249,0.42842323,3173.201395,2838.992145,6398.739085,Male,0
-1.28E-17,0.288675135,0.499987959,-0.499987959,0,1.23E-17,-1.200000001,-0.24999398,0.24999398,-0.499987959,0.499987959,18.927967,0.021349965,3436,123.046875,-9.861363,-520.4753,136.13422,0.39981872,2890.018225,2922.207285,6341.65962,Male,0
-8.41E-18,0.288675135,0.499987671,-0.499987671,0,-2.18E-17,-1.200000001,-0.249993836,0.249993836,-0.499987671,0.499987671,141.05807,0.0589762,2054,117.4538352,-5.0648613,-500.65994,167.10712,0.40881595,2059.901287,2626.24227,4665.975952,Male,1
-1.06E-05,0.288675135,0.499978897,-0.5,-1.06E-05,-1.58E-16,-1.200000001,-0.250005276,0.249984173,-0.5,0.499989448,16.160393,0.018467195,1507,143.5546875,-13.693804,-573.5037,170.90457,0.39908144,1471.62632,1946.609078,3339.383033,Male,1
-5.69E-18,0.288675135,0.499987481,-0.499987481,0,-8.50E-17,-1.200000002,-0.24999374,0.24999374,-0.499987481,0.499987481,46.100285,0.03397451,2451,123.046875,-10.658861,-577.659,176.88797,0.3224479,1766.678667,2109.347811,3395.159217,Male,1
4.27E-18,0.288675134,0.499979954,-0.499979954,0,1.32E-17,-1.200000004,-0.249989977,0.249989977,-0.499979954,0.499979954,91.93875,0.060712058,855,117.4538352,-7.871127,-523.8276,198.44283,0.3015511,1409.239198,2067.968627,3029.370117,Male,1
2.96E-18,0.288675134,0.499986971,-0.499986971,0,-2.79E-17,-1.200000002,-0.249993486,0.249993486,-0.499986971,0.499986971,103.660416,0.051972184,4715,129.1992188,-7.841266,-563.7245,183.3298,0.33695847,2375.932505,2382.301994,4709.742188,Male,1
-3.84E-18,0.288675134,0.499980696,-0.499980696,0,2.19E-17,-1.200000004,-0.249990348,0.249990348,-0.499980696,0.499980696,21.184586,0.028599057,2919,112.3471467,-7.977305,-482.01324,155.24005,0.35834664,2350.412474,2471.029181,5127.435662,Male,1
9.78E-18,0.288675134,0.4999828,-0.4999828,0,-2.79E-17,-1.200000003,-0.2499914,0.2499914,-0.4999828,0.4999828,50.968704,0.041873258,1791,151.9990809,-9.075404,-526.2515,169.91176,0.31276256,1852.328261,2320.978143,4010.464638,Male,1
-1.19E-05,0.288675135,0.499976213,-0.5,-1.19E-05,1.18E-16,-1.200000001,-0.250005947,0.24998216,-0.5,0.499988107,35.5716,0.029088436,2251,184.5703125,-7.6537385,-504.7842,175.88428,0.38549072,1926.291666,2388.884,4435.710126,Male,1
-2.22E-05,0.288675134,0.499955583,-0.5,-2.22E-05,1.51E-16,-1.200000005,-0.250011104,0.249966687,-0.5,0.499977792,49.48406,0.046882022,1153,129.1992188,-6.5341587,-430.3612,196.89598,0.33463028,1570.939951,2005.697579,3207.468484,Male,1
-1.74E-05,0.288675134,0.499965164,-0.5,-1.74E-05,1.67E-16,-1.200000003,-0.250008709,0.249973873,-0.5,0.499982582,123.44109,0.06557579,2139,129.1992188,-4.4987288,-387.2679,168.02142,0.3693509,2126.564516,2383.920831,4424.317691,Male,1
-1.74E-05,0.288675134,0.499965181,-0.5,-1.74E-05,3.36E-16,-1.200000003,-0.250008705,0.249973886,-0.5,0.499982591,113.20684,0.06278329,3009,198.7680288,-4.6480775,-515.2353,190.18628,0.44007337,2423.54708,2394.46639,4923.736894,Male,1
-2.69E-17,0.288675134,0.499981453,-0.499981453,0,9.42E-19,-1.200000003,-0.249990727,0.249990727,-0.499981453,0.499981453,20.42559,0.027525513,1983,151.9990809,-9.426427,-593.1528,174.64963,0.36335933,2196.207002,2372.137091,4589.416274,Male,1
