mean,sd,maxv,median,skew,kurtosis,q1,q3,iqr,energy,rmse,zcr,tempo,meanmfcc,minmfcc,maxmfcc,chroma_freq,spectral_centroid,spectral_bandwidth,spectral_rolloff,tonnetz,stft,mel,Sex
5512.269804,3182.643356,11024.53961,5512.269804,4.05E-16,-1.200000004,2756.134902,8268.404706,5512.269804,24.056286,0.022411412,0.110094999,112.3471467,14.899607,567.8382,182.81412,0.25941765,2124.710969,1897.537192,3602.573606,-0.013683933,0.14519803,0.08826617,Female
5512.372493,3182.716972,11024.74499,5512.372493,3.59E-16,-1.200000005,2756.186247,8268.55874,5512.372493,32.770123,0.027531274,0.045219041,107.6660156,13.510704,585.60333,200.02252,0.31825998,1392.593655,1745.361843,2802.736386,0.004900514,0.12770742,0.17335366,Female
5512.33152,3182.740625,11024.66304,5512.33152,4.74E-16,-1.200000009,2756.16576,8268.49728,5512.33152,51.84405,0.039805476,0.112438875,143.5546875,11.592987,472.78485,140.33983,0.30346504,2417.101481,2257.162393,4681.452942,0.011150671,0.2525871,0.34981257,Male
5512.289848,3182.764681,11024.5797,5512.289848,7.39E-16,-1.200000014,2756.144924,8268.434772,5512.289848,39.924538,0.03901254,0.109141507,135.9991776,9.147756,480.6945,167.42096,0.36585876,2525.605127,2182.45579,4744.758489,-0.003566024,0.3330777,0.29995516,Male
5512.298836,3182.759493,11024.59767,5512.298836,7.07E-16,-1.200000013,2756.149418,8268.448254,5512.298836,49.87342,0.04266066,0.057327397,151.9990809,13.615583,554.38947,182.28333,0.23002446,1799.403471,1973.998877,3804.996745,-0.007623218,0.24894336,0.39755362,Male
5512.174529,3182.643353,11024.34906,5512.174529,6.30E-16,-1.200000008,2756.087265,8268.261794,5512.174529,61.569996,0.042632904,0.062730627,135.9991776,8.164305,373.98782,150.72232,0.50712484,2800.373845,2763.551635,5838.229871,-0.002573875,0.22673713,0.39999798,Male
5512.402625,3182.699576,11024.80525,5512.402625,-4.79E-16,-1.200000003,2756.201312,8268.603937,5512.402625,94.88306,0.040939268,0.040079842,161.4990234,9.700309,481.33832,139.98492,0.42653373,2600.169178,2774.685997,5374.086122,-0.0273986,0.18147077,0.3936066,Male
5512.415717,3182.692018,11024.83143,5512.415717,-5.93E-16,-1.200000002,2756.207859,8268.623576,5512.415717,5.3709803,0.009061873,0.097299942,161.4990234,10.606867,523.26636,117.844955,0.4674643,3041.077787,2926.804909,6434.390259,0.051184521,0.075927675,0.013154977,Male
5512.427617,3182.685148,11024.85523,5512.427617,9.16E-16,-1.200000002,2756.213808,8268.641425,5512.427617,11.908591,0.012504675,0.07171932,92.28515625,9.379098,514.87067,134.39526,0.42233762,2719.418581,2930.212933,6256.334876,0.008011298,0.09195096,0.031634275,Female
5512.383192,3182.710795,11024.76638,5512.383192,-1.64E-16,-1.200000004,2756.191596,8268.574789,5512.383192,482.934,0.10115806,0.062317244,151.9990809,8.945018,523.99414,178.95833,0.30558804,1512.735287,1839.617999,3088.741179,-0.003093337,0.44074982,2.387187,Female
5512.108932,3182.643351,11024.21786,5512.108932,1.38E-16,-1.200000012,2756.054466,8268.163397,5512.108932,204.12921,0.08509067,0.059199092,135.9991776,11.967296,433.3464,207.00291,0.24727374,1493.64627,1923.961334,3010.610962,-0.004038654,0.3293198,1.6789382,Female
5512.364053,3182.721844,11024.72811,5512.364053,0,-1.200000006,2756.182027,8268.54608,5512.364053,83.43908,0.0453617,0.102120838,161.4990234,10.729834,512.1187,151.13062,0.3560363,2459.789596,2486.594289,5102.157898,0.038167123,0.2265297,0.47016096,Female
5512.320375,3182.747058,11024.64075,5512.320375,1.26E-16,-1.20000001,2756.160188,8268.480563,5512.320375,125.54611,0.063959226,0.124633431,143.5546875,10.265333,535.6497,187.27063,0.32587576,2464.540344,2213.138206,4819.310303,-0.0285966,0.370364,0.93791014,Female
5512.299684,3182.759003,11024.59937,5512.299684,2.82E-16,-1.200000013,2756.149842,8268.449526,5512.299684,429.96738,0.124995254,0.042260174,172.265625,7.8791494,444.51483,190.05695,0.26044604,1620.62874,2129.003081,3382.906087,-0.01389407,0.57481366,3.6422973,Female
5512.248023,3182.643356,11024.49605,5512.248023,1.77E-16,-1.200000005,2756.124012,8268.372035,5512.248023,261.04733,0.07724062,0.033893269,172.265625,12.977455,517.30396,180.46652,0.21609868,1226.26706,1750.047075,2452.782068,-0.023590562,0.30870023,1.3939528,Male
5512.15493,3182.643353,11024.30986,5512.15493,-2.43E-16,-1.200000009,2756.077465,8268.232394,5512.15493,206.69083,0.08043006,0.039278896,143.5546875,11.028243,445.83884,196.15894,0.23500243,1389.196999,1834.23601,2832.641602,-0.001818132,0.36300245,1.5014721,Male
5512.259678,3182.643356,11024.51936,5512.259678,-2.54E-16,-1.200000005,2756.129839,8268.389517,5512.259678,139.68849,0.055180144,0.034548903,151.9990809,12.863319,543.0388,208.35843,0.29843643,1168.564304,1597.953232,2293.884277,0.02578451,0.23813681,0.712455,Male
5512.329043,3182.742055,11024.65809,5512.329043,-3.61E-16,-1.200000009,2756.164522,8268.493565,5512.329043,230.51366,0.084549375,0.040097997,135.9991776,10.79236,497.80197,201.76799,0.22906785,1454.650674,1819.813324,2866.308594,-0.0127438,0.3668398,1.6771256,Male
5512.327837,3182.742751,11024.65567,5512.327837,-2.42E-16,-1.200000009,2756.163918,8268.491755,5512.327837,252.8739,0.088867165,0.041130543,112.3471467,10.803759,492.97836,196.1294,0.24518637,1290.491192,1734.513836,2492.382813,0.014733677,0.41279325,1.8460861,Male
5512.285021,3182.643356,11024.57004,5512.285021,7.56E-17,-1.200000004,2756.14251,8268.427531,5512.285021,50.816486,0.031478,0.054304377,107.6660156,6.794853,526.4486,165.5202,0.46287158,2424.636673,2820.785361,5545.119605,0.017521498,0.1364582,0.22903095,Male
5512.390178,3182.706762,11024.78036,5512.390178,3.86E-16,-1.200000004,2756.195089,8268.585267,5512.390178,73.95226,0.0383832,0.042772332,161.4990234,5.2296352,454.8643,181.10437,0.41476515,1850.583182,2502.92288,4205.282315,0.008130419,0.1836198,0.3403573,Male
5512.204677,3182.643354,11024.40935,5512.204677,-3.12E-16,-1.200000007,2756.102338,8268.307015,5512.204677,285.01385,0.087374866,0.05183082,135.9991776,3.4109282,474.32562,197.1662,0.49736357,1853.779488,2433.374522,4220.212837,0.000441638,0.42922115,1.7619735,Male
5512.297312,3182.643357,11024.59462,5512.297312,2.85E-16,-1.200000003,2756.148656,8268.445968,5512.297312,104.18182,0.043763947,0.052670282,107.6660156,6.0501533,486.47052,157.22705,0.38921702,2390.044973,2770.441068,5393.061158,0.010854134,0.22353521,0.44242188,Female
5512.168301,3182.643353,11024.3366,5512.168301,-5.10E-16,-1.200000009,2756.084151,8268.252452,5512.168301,108.50198,0.057134032,0.05980926,143.5546875,7.8600254,508.06406,177.81052,0.3776598,1865.600012,2124.456723,4002.194261,0.016173344,0.3234449,0.7040165,Female
5512.023099,3182.643347,11024.0462,5512.023099,0,-1.200000018,2756.011549,8268.034648,5512.023099,90.70026,0.062635385,0.06033998,143.5546875,7.4491596,516.2458,197.46194,0.3056073,1658.148127,1886.603931,3505.230978,-0.009677286,0.35407898,0.8709647,Female
5512.112042,3182.643351,11024.22408,5512.112042,0,-1.200000012,2756.056021,8268.168062,5512.112042,117.74187,0.064366676,0.107850382,143.5546875,6.0329695,478.6207,164.63495,0.36554155,2325.622895,2375.985006,4831.512451,-0.00089577,0.38767546,0.93294346,Female
5512.081467,3182.64335,11024.16293,5512.081467,2.94E-16,-1.200000014,2756.040733,8268.1222,5512.081467,269.6117,0.1011665,0.094142656,143.5546875,5.6465693,444.788,186.80333,0.3560364,1981.314682,2066.197211,4071.431791,-0.001019569,0.6036988,2.3179538,Female
5512.130752,3182.643352,11024.2615,5512.130752,-2.60E-16,-1.200000011,2756.065376,8268.196128,5512.130752,226.2513,0.08704782,0.070464517,143.5546875,5.752086,415.9932,196.0822,0.3258592,1940.622844,2204.631412,3881.451106,0.0130979,0.45589468,1.6992145,Male
5512.147426,3182.643352,11024.29485,5512.147426,-6.20E-16,-1.20000001,2756.073713,8268.221138,5512.147426,425.3276,0.116624795,0.040069074,184.5703125,8.353572,506.62543,183.14062,0.22166084,1149.202409,1576.667409,2309.957,0.051512825,0.49990925,3.1153834,Male
5511.934209,3182.643342,11023.86842,5511.934209,-1.99E-16,-1.200000025,2755.967105,8267.901314,5511.934209,239.43536,0.110846415,0.043772772,151.9990809,6.8032303,495.43338,154.25162,0.25983736,1511.830339,1868.170713,3316.113281,0.003520981,0.544418,2.7829437,Male
