mean,sd,maxv,median,skew,kurtosis,q1,q3,iqr,energy,rmse,zcr,tempo,meanmfcc,minmfcc,maxmfcc,chroma_freq,spectral_centroid,spectral_bandwidth,spectral_rolloff,tonnetz,stft,mel,Sex
5512.250294,3182.643356,11024.50059,5512.250294,0,-1.200000005,2756.125147,8268.375442,5512.250294,456.58908,0.10169103,0.074808054,151.9990809,9.116755,464.18597,159.77946,0.28221804,2323.042999,2413.696538,4758.342874,0.002289158,0.40502343,2.3848898,Female
5512.365322,3182.643358,11024.73064,5512.365322,-1.89E-16,-1.200000001,2756.182661,8268.547983,5512.365322,142.30254,0.04169294,0.063777286,129.1992188,11.33457,466.42065,142.87051,0.2508559,2177.410994,2375.326199,4612.546692,0.033187007,0.21177043,0.37282127,Female
5512.379125,3182.713143,11024.75825,5512.379125,2.55E-16,-1.200000005,2756.189563,8268.568688,5512.379125,280.88803,0.078479394,0.058303732,129.1992188,10.449108,462.20563,161.12991,0.22690557,1912.425904,2198.009777,3976.225586,-0.00102998,0.28589258,1.4269563,Female
5512.406105,3182.697568,11024.81221,5512.406105,-6.60E-17,-1.200000003,2756.203052,8268.609157,5512.406105,200.68015,0.058465026,0.094174757,143.5546875,9.484619,472.9477,150.01218,0.26592213,2486.842026,2373.035623,4959.003057,0.002393397,0.31315616,0.74852175,Female
5512.171268,3182.643353,11024.34254,5512.171268,-2.02E-16,-1.200000009,2756.085634,8268.256903,5512.171268,134.95862,0.06343446,0.081248696,117.4538352,10.160538,439.0256,147.71219,0.30323717,2033.525117,2093.592173,3936.171653,-0.000469668,0.40118554,0.88058734,Female
5512.271645,3182.643356,11024.54329,5512.271645,-8.03E-17,-1.200000004,2756.135822,8268.407467,5512.271645,598.55225,0.111343,0.074853462,123.046875,8.511322,449.32388,148.27216,0.30035737,2113.835593,2242.62829,4375.433542,-0.014325979,0.52592486,2.8177447,Male
5512.266202,3182.643356,11024.5324,5512.266202,4.93E-16,-1.200000004,2756.133101,8268.399302,5512.266202,35.84043,0.027568525,0.105689505,143.5546875,9.396994,418.0085,106.38306,0.3351014,2837.633919,2772.027584,5895.11955,0.004301399,0.20994417,0.15768178,Male
5512.15124,3182.643353,11024.30248,5512.15124,1.23E-16,-1.20000001,2756.07562,8268.22686,5512.15124,23.272884,0.027132653,0.100749692,135.9991776,10.146103,437.40665,125.74295,0.302087,2613.233087,2570.602303,5267.299332,0.030054868,0.21169372,0.14940818,Male
5512.226196,3182.643355,11024.45239,5512.226196,1.93E-16,-1.200000006,2756.113098,8268.339294,5512.226196,37.846867,0.030657753,0.115901358,161.4990234,9.012511,475.91895,97.382034,0.3095311,3052.002596,2800.562521,6309.09223,-0.004591038,0.2345694,0.18958375,Female
5512.335884,3182.738106,11024.67177,5512.335884,5.19E-16,-1.200000009,2756.167942,8268.503826,5512.335884,54.860016,0.040413175,0.096040488,112.3471467,7.796508,426.5895,143.80276,0.40006492,2632.893101,2681.681455,5641.209828,0.002171278,0.2827213,0.35764349,Female
5512.122742,3182.643351,11024.24548,5512.122742,-3.98E-16,-1.200000011,2756.061371,8268.184112,5512.122742,62.3665,0.04619537,0.097690334,112.3471467,7.749649,384.91995,137.10498,0.32425278,2694.69853,2748.407865,5823.060766,0.005236554,0.2956015,0.46895573,Female
5512.400767,3182.700649,11024.80153,5512.400767,1.40E-16,-1.200000003,2756.200383,8268.60115,5512.400767,66.488525,0.03459581,0.075442828,135.9991776,10.519443,437.44315,102.004364,0.2979084,2585.706088,2683.992089,5577.988595,0.001252685,0.21983737,0.2613207,Female
5512.352918,3182.728272,11024.70584,5512.352918,-5.17E-16,-1.200000007,2756.176459,8268.529376,5512.352918,166.56389,0.06666389,0.062086446,103.359375,8.053351,459.72894,172.57135,0.27652755,2101.909485,2461.986848,4434.821381,-0.009921807,0.33091807,1.0138729,Female
5512.402913,3182.69941,11024.80583,5512.402913,-4.78E-16,-1.200000003,2756.201457,8268.60437,5512.402913,106.83742,0.043377448,0.069971821,123.046875,9.17004,419.25726,148.99109,0.32495132,2482.908975,2707.966899,5385.822688,0.011558568,0.25758353,0.42607406,Female
5512.270961,3182.643356,11024.54192,5512.270961,1.13E-15,-1.200000004,2756.135481,8268.406442,5512.270961,38.37056,0.028233165,0.08889212,151.9990809,10.238575,440.03128,146.8487,0.29446557,2634.307526,2755.099782,5785.745014,0.029810066,0.18389028,0.17572667,Male
5512.218865,3182.643355,11024.43773,5512.218865,3.95E-16,-1.200000006,2756.109432,8268.328297,5512.218865,54.868675,0.037404604,0.089986485,123.046875,9.386916,420.89688,122.00595,0.3228595,2689.593262,2665.335133,5603.526722,0.017494627,0.23784329,0.3040086,Male
5512.360014,3182.724176,11024.72003,5512.360014,3.94E-16,-1.200000006,2756.180007,8268.540021,5512.360014,781.2167,0.1408471,0.040756729,107.6660156,3.4571574,440.79483,187.54651,0.37453535,1423.397306,2075.093698,2841.124379,-0.0049493,0.67191786,4.6654115,Male
5512.043138,3182.643348,11024.08628,5512.043138,3.21E-16,-1.200000016,2756.021569,8268.064707,5512.043138,397.1713,0.12828718,0.044296192,117.4538352,3.5257666,434.57098,189.23495,0.33446717,1463.43974,1994.753621,2861.000061,-0.011848887,0.7166707,3.7747982,Male
5512.17451,3182.643353,11024.34902,5512.17451,-5.15E-16,-1.200000008,2756.087255,8268.261765,5512.17451,624.6413,0.13579649,0.062261979,198.7680288,1.6223375,415.14392,169.88223,0.40100953,1795.917455,2336.040247,3879.511865,-0.016727809,0.7504994,4.259617,Male
5512.256955,3182.783669,11024.51391,5512.256955,-5.13E-16,-1.200000019,2756.128478,8268.385433,5512.256955,455.7283,0.14174649,0.069526497,112.3471467,1.5714066,403.4953,192.29985,0.40662107,1727.558233,2175.291001,3592.216797,-0.004233565,0.7404051,4.638975,Male
5512.262995,3182.780182,11024.52599,5512.262995,5.00E-16,-1.200000018,2756.131497,8268.394492,5512.262995,601.3553,0.16079062,0.052493551,143.5546875,0.86831945,360.2049,186.4502,0.3598309,1656.403959,2261.970003,3599.789827,-0.00633649,0.87114877,5.9436865,Male
5512.201333,3182.643354,11024.40267,5512.201333,-3.15E-16,-1.200000007,2756.100666,8268.301999,5512.201333,429.3531,0.107846454,0.035757822,135.9991776,4.538621,417.7353,175.18756,0.3164762,1432.022209,2083.620075,2783.977686,0.007889115,0.5594265,2.6983862,Male
5512.107875,3182.643351,11024.21575,5512.107875,-1.38E-16,-1.200000012,2756.053937,8268.161812,5512.107875,664.41455,0.15372166,0.032400327,123.046875,2.6029873,478.70374,188.47256,0.33111462,1286.290682,1961.960481,2537.002841,-0.00673329,0.73078674,5.564217,Male
5512.334782,3182.738742,11024.66956,5512.334782,7.12E-16,-1.200000009,2756.167391,8268.502173,5512.334782,410.09753,0.110864244,0.039771024,123.046875,3.8591833,470.43878,198.63089,0.3754059,1331.191311,1941.485988,2483.332963,-0.005542042,0.60246545,2.8304822,Male
5512.283475,3182.76836,11024.56695,5512.283475,-6.85E-16,-1.200000015,2756.141738,8268.425213,5512.283475,1059.2456,0.20397134,0.034917518,135.9991776,1.9964931,460.74963,174.34625,0.34680912,1364.74439,2009.206844,2858.102051,-0.017222952,1.0033969,9.69313,Male
5512.296999,3182.760553,11024.594,5512.296999,-7.14E-16,-1.200000013,2756.148499,8268.445498,5512.296999,802.4606,0.17190123,0.038444543,135.9991776,1.8578709,482.60562,188.65222,0.35897958,1392.132166,2020.242701,2804.101563,0.006322268,0.8454831,6.7635226,Male
5512.342675,3182.734185,11024.68535,5512.342675,2.77E-16,-1.200000008,2756.171338,8268.514013,5512.342675,19.699795,0.023710942,0.095091324,151.9990809,8.201621,420.25067,109.12912,0.35142922,2908.759694,2962.830088,6223.719854,0.010115714,0.16916335,0.12118991,Male
5512.303076,3182.643357,11024.60615,5512.303076,0,-1.200000003,2756.151538,8268.454614,5512.303076,28.194529,0.022440825,0.079214818,151.9990809,8.812561,408.06326,112.83099,0.2617004,3086.587072,3108.764015,6821.033603,0.04008541,0.14302976,0.112828396,Male
5512.285289,3182.643356,11024.57058,5512.285289,-4.53E-16,-1.200000004,2756.142644,8268.427933,5512.285289,30.992945,0.024567751,0.084967575,123.046875,6.246039,428.33347,126.924774,0.47797135,2863.170093,3030.890434,6547.15975,0.015147085,0.13392788,0.13575207,Male
5512.258393,3182.643356,11024.51679,5512.258393,1.70E-16,-1.200000005,2756.129197,8268.38759,5512.258393,17.079895,0.01934653,0.061424846,143.5546875,6.771616,451.38513,123.95823,0.44341284,2433.130966,2950.162732,6006.088867,0.017595389,0.12396304,0.08304689,Male
5512.388323,3182.707833,11024.77665,5512.388323,-1.72E-15,-1.200000004,2756.194161,8268.582484,5512.388323,231.12483,0.06842691,0.081256837,135.9991776,7.192257,428.60565,163.98737,0.31702435,1822.146099,2206.849233,3491.819779,-0.031798099,0.30938596,1.0925112,Male
5512.321619,3182.74634,11024.64324,5512.321619,-1.13E-15,-1.20000001,2756.16081,8268.482429,5512.321619,330.0183,0.10333838,0.047048926,95.703125,5.3535514,445.79373,186.58066,0.3025075,1590.492397,2163.337917,3350.354604,-0.012044721,0.44027716,2.476114,Male
5512.256784,3182.643356,11024.51357,5512.256784,8.55E-17,-1.200000005,2756.128392,8268.385175,5512.256784,177.05453,0.062496524,0.115483885,161.4990234,5.0415525,418.44922,160.8442,0.36394447,2283.613836,2519.201758,4582.822101,-0.020368358,0.34569496,0.8922402,Female
5512.180268,3182.643354,11024.36054,5512.180268,5.62E-16,-1.200000008,2756.090134,8268.270402,5512.180268,182.03946,0.072657466,0.134733057,107.6660156,5.331272,468.43915,178.39592,0.4121838,2485.377736,2526.244479,4827.712474,0.011435077,0.40942362,1.2105302,Female
5512.223115,3182.803202,11024.44623,5512.223115,-1.95E-16,-1.200000024,2756.111558,8268.334673,5512.223115,63.314106,0.056391627,0.036514314,184.5703125,7.1477346,400.8237,162.4545,0.30216295,1765.936917,2492.466713,4103.455529,0.001173173,0.2726057,0.7205206,Female
5512.344196,3182.733307,11024.68839,5512.344196,2.74E-16,-1.200000008,2756.172098,8268.516294,5512.344196,171.53377,0.069627956,0.089678368,123.046875,5.1454086,395.57394,163.36824,0.31290197,1978.110866,2394.241294,3937.653809,0.0002887,0.34276253,1.1120582,Female
5512.213978,3182.643355,11024.42796,5512.213978,4.02E-16,-1.200000006,2756.106989,8268.320967,5512.213978,219.91214,0.075531706,0.033621293,161.4990234,6.1116376,408.69394,187.56479,0.28840643,1453.97104,2178.545371,2982.348633,0.024433514,0.35834074,1.3090471,Female
5512.322022,3182.746108,11024.64404,5512.322022,0,-1.20000001,2756.161011,8268.483034,5512.322022,150.30638,0.06966106,0.056047007,107.6660156,6.0016212,424.51923,157.14934,0.30979717,1846.256015,2472.530743,3947.989242,0.010402286,0.33429226,1.1208198,Female
5512.347015,3182.73168,11024.69403,5512.347015,-1.08E-15,-1.200000007,2756.173508,8268.520523,5512.347015,365.33386,0.10069055,0.04354221,198.7680288,5.4669676,453.83704,181.58495,0.29863894,1548.228131,2208.634362,3404.975655,-0.015199431,0.4409731,2.358226,Female
5512.413653,3182.69321,11024.82731,5512.413653,-1.21E-16,-1.200000002,2756.206826,8268.620479,5512.413653,42.292736,0.025738288,0.07806773,135.9991776,7.2474546,456.93,160.344,0.48565793,2613.43929,2761.559984,5664.179883,-0.001518972,0.15780585,0.14560565,Female
5512.424968,3182.686677,11024.84994,5512.424968,-4.75E-16,-1.200000002,2756.212484,8268.637453,5512.424968,45.97379,0.025014978,0.051544848,143.5546875,7.6439433,508.68106,162.62775,0.4580026,2395.041693,2781.979736,5391.973877,0.031745127,0.13238667,0.14443088,Female
5512.396055,3182.703369,11024.79211,5512.396055,-3.66E-17,-1.200000003,2756.198028,8268.594083,5512.396055,142.21501,0.05178399,0.064807482,161.4990234,8.440269,509.30505,185.41093,0.38512376,1632.458523,2057.944182,3104.508151,0.017453522,0.24027148,0.6190666,Female
5512.43824,3182.679015,11024.87648,5512.43824,3.04E-16,-1.200000001,2756.21912,8268.65736,5512.43824,782.5347,0.09363285,0.030170965,161.4990234,8.589327,505.94275,200.58788,0.4193018,1261.27631,1896.469173,2502.896484,0.006334344,0.27050114,2.065722,Female
5512.196982,3182.643354,11024.39396,5512.196982,-1.07E-16,-1.200000007,2756.098491,8268.295473,5512.196982,3.1027155,0.009234424,0.056314415,123.046875,13.910176,629.93365,151.03894,0.41291046,2518.351443,2798.935808,5590.707397,0.006175709,0.05837843,0.01810935,Female
5512.257916,3182.643356,11024.51583,5512.257916,0,-1.200000005,2756.128958,8268.386874,5512.257916,12.796407,0.016762285,0.04007202,151.9990809,13.228406,514.58875,162.65384,0.34447145,2008.362465,2467.512611,4525.601848,-0.025046489,0.09155792,0.06396148,Female
5512.289197,3182.643357,11024.57839,5512.289197,-2.22E-16,-1.200000004,2756.144598,8268.433795,5512.289197,11.677018,0.014942077,0.078793905,135.9991776,10.320089,542.3473,139.68396,0.44990322,2768.718182,2965.804018,6253.723026,0.017080223,0.08838104,0.048241295,Female
5512.381158,3182.71197,11024.76232,5512.381158,-1.00E-15,-1.200000004,2756.190579,8268.571737,5512.381158,15.862402,0.018492304,0.059263571,123.046875,9.681705,493.48343,141.57095,0.33775055,2240.54881,2728.354551,5337.276517,0.03815805,0.116017915,0.075491205,Female
5512.20283,3182.643354,11024.40566,5512.20283,-2.61E-16,-1.200000007,2756.101415,8268.304245,5512.20283,63.96219,0.0415211,0.058947198,99.38401442,10.224726,534.88477,178.58038,0.28300962,1830.505111,2276.72741,3631.884431,-3.41E-05,0.17017685,0.40162674,Female
5511.998955,3182.643346,11023.99791,5511.998955,-3.52E-16,-1.20000002,2755.999477,8267.998432,5511.998955,49.790306,0.04756765,0.03976369,151.9990809,9.8446,515.3645,147.52255,0.2188098,1610.414803,2213.609029,3561.992415,-0.010158068,0.21259873,0.53239197,Female
5512.342989,3182.734004,11024.68598,5512.342989,-1.10E-16,-1.200000008,2756.171494,8268.514483,5512.342989,90.509895,0.050772976,0.129735118,184.5703125,7.7581415,525.80316,179.37463,0.28781486,2580.071893,2491.702424,4771.164869,0.012887045,0.30482882,0.558908,Female
5512.286246,3182.76676,11024.57249,5512.286246,2.25E-16,-1.200000014,2756.143123,8268.429369,5512.286246,121.94294,0.06876266,0.116285382,143.5546875,6.7928896,492.986,185.87524,0.32370842,2061.027822,2034.274703,3644.389074,-0.00613664,0.39345554,1.063838,Male
5512.053499,3182.643348,11024.107,5512.053499,-3.93E-16,-1.200000016,2756.02675,8268.080249,5512.053499,69.08758,0.05289481,0.073745596,135.9991776,7.837673,509.75977,187.11848,0.28480342,1929.047256,2261.887172,3685.03418,-0.029288901,0.30734986,0.6136422,Male
5512.37879,3182.713336,11024.75758,5512.37879,-2.56E-16,-1.200000005,2756.189395,8268.568185,5512.37879,232.59904,0.07151444,0.029969217,103.359375,10.003351,529.0264,200.63144,0.2769304,1280.969743,1963.922413,2620.518236,0.000367633,0.26397842,1.2052425,Male
5512.090544,3182.64335,11024.18109,5512.090544,2.16E-16,-1.200000013,2756.045272,8268.135817,5512.090544,48.649906,0.042505685,0.039625655,99.38401442,10.319643,556.1462,191.80635,0.23851237,1425.864066,2078.737837,2864.525446,-0.010098968,0.17781478,0.42174494,Male
5512.19529,3182.643354,11024.39058,5512.19529,1.61E-16,-1.200000007,2756.097645,8268.292936,5512.19529,146.5635,0.06364447,0.027167454,117.4538352,8.413514,530.9639,230.80505,0.2547589,1006.5132,1659.172539,1709.160087,-0.027926279,0.26422465,0.9363864,Male
5512.095175,3182.64335,11024.19035,5512.095175,-1.42E-16,-1.200000013,2756.047588,8268.142763,5512.095175,142.25034,0.07227082,0.0447953,117.4538352,8.042053,536.8087,182.1236,0.2817735,1626.303453,2213.811619,3222.603353,0.010452251,0.32615653,1.1938826,Male
5512.320842,3182.746789,11024.64168,5512.320842,-7.56E-16,-1.20000001,2756.160421,8268.481264,5512.320842,71.543526,0.048219357,0.046051349,123.046875,8.203427,519.0496,182.49472,0.28675932,1551.760469,2216.210691,3169.969903,-0.004821493,0.19864087,0.5258769,Male
5512.17499,3182.643353,11024.34998,5512.17499,-2.57E-16,-1.200000008,2756.087495,8268.262485,5512.17499,21.807983,0.025354825,0.122778056,143.5546875,8.143936,428.08197,114.66151,0.28922024,2943.486955,2798.461674,6143.390712,0.017863585,0.18826386,0.13607608,Male
5512.379721,3182.712799,11024.75944,5512.379721,5.92E-16,-1.200000005,2756.189861,8268.569582,5512.379721,29.423834,0.025337586,0.06360185,117.4538352,10.294745,502.86496,125.84898,0.3069201,2461.046492,2805.624824,5843.632813,0.024623718,0.1462611,0.14042406,Male
5512.233824,3182.643355,11024.46765,5512.233824,-6.55E-16,-1.200000006,2756.116912,8268.350736,5512.233824,118.42119,0.05346929,0.070085222,112.3471467,12.29857,518.99567,186.94174,0.35038984,1735.3789,1881.675865,2962.277561,-0.017578013,0.23490866,0.6671782,Male
5512.25603,3182.784203,11024.51206,5512.25603,-8.58E-17,-1.200000019,2756.128015,8268.384045,5512.25603,35.0094,0.039361946,0.036864932,135.9991776,12.940409,569.1385,198.20651,0.2869439,1370.780119,2034.14807,2747.875977,0.039905015,0.17670555,0.35774893,Male
5512.147899,3182.643352,11024.2958,5512.147899,4.95E-16,-1.20000001,2756.073949,8268.221848,5512.147899,44.581253,0.037732344,0.205697314,135.9991776,10.846341,508.80777,162.14507,0.29606017,3232.561887,2422.99022,5319.916756,-0.01614608,0.23412381,0.3065437,Male
5512.04074,3182.643348,11024.08148,5512.04074,1.62E-16,-1.200000017,2756.02037,8268.06111,5512.04074,53.69534,0.04729327,0.147415337,123.046875,8.623464,559.04724,204.12714,0.31196213,2534.723575,2374.802914,4606.043779,-0.00347005,0.28430742,0.50900227,Female
5512.273027,3182.774391,11024.54605,5512.273027,-3.19E-16,-1.200000016,2756.136513,8268.40954,5512.273027,119.05244,0.07001213,0.082345191,161.4990234,9.122165,536.473,213.21016,0.3079723,1905.56344,2153.438042,3540.641785,-0.00630323,0.35270274,1.1128333,Female
5512.271294,3182.643356,11024.54259,5512.271294,8.04E-17,-1.200000004,2756.135647,8268.406941,5512.271294,270.66736,0.074931234,0.040388325,135.9991776,11.965635,465.08066,203.20248,0.2693751,1213.528076,1713.476013,2214.746608,0.010074806,0.30836043,1.3073274,Male
5512.060231,3182.643349,11024.12046,5512.060231,-5.41E-16,-1.200000015,2756.030116,8268.090347,5512.060231,56.009464,0.04726557,0.037533405,129.1992188,13.222272,518.9816,188.24106,0.2323366,1380.045058,2057.661109,2694.946289,-0.00771987,0.1910629,0.5268291,Female
5512.198094,3182.643354,11024.39619,5512.198094,7.96E-16,-1.200000007,2756.099047,8268.297141,5512.198094,158.18625,0.065815,0.033215586,117.4538352,12.324065,571.0808,228.09296,0.27887356,968.9640539,1502.229873,1424.331665,0.004079082,0.25760362,0.9925109,Female
5512.276921,3182.772143,11024.55384,5512.276921,1.57E-16,-1.200000016,2756.138461,8268.415382,5512.276921,103.90172,0.06484215,0.033222726,161.4990234,10.855127,454.4724,196.51102,0.21691789,1515.979115,2198.537663,3029.370117,0.013643759,0.25991574,0.9767336,Female
5512.272389,3182.774759,11024.54478,5512.272389,6.40E-16,-1.200000016,2756.136195,8268.408584,5512.272389,79.67236,0.057354406,0.045127993,143.5546875,11.063306,474.84497,181.19922,0.28955925,1374.842549,1800.06663,2412.840271,0.024443883,0.30666175,0.74151295,Female
5512.414051,3182.69298,11024.8281,5512.414051,-4.84E-16,-1.200000002,2756.207026,8268.621077,5512.414051,13.382158,0.014444595,0.092612804,103.359375,12.165095,520.09436,138.50143,0.37383798,2576.133611,2583.006969,5280.419922,0.027385577,0.10521732,0.043546867,Female
5512.230585,3182.643355,11024.46117,5512.230585,-9.48E-17,-1.200000006,2756.115293,8268.345878,5512.230585,14.402123,0.018759858,0.091122352,117.4538352,10.22337,444.28574,132.75888,0.36313856,2591.441106,2717.449682,5676.152344,0.045504141,0.13398696,0.07489307,Female
5512.329329,3182.74189,11024.65866,5512.329329,2.40E-16,-1.200000009,2756.164665,8268.493994,5512.329329,1.606671,0.00705281,0.109690402,143.5546875,11.782972,506.05426,111.11044,0.45592698,3131.819334,2883.268484,6457.101059,0.005821464,0.07240415,0.008472371,Female
5512.400516,3182.700794,11024.80103,5512.400516,1.40E-16,-1.200000003,2756.200258,8268.600774,5512.400516,1.5679485,0.005319417,0.067981665,103.359375,12.4896755,548.8473,109.1528,0.4614788,2912.629245,2977.416693,6595.975711,0.027474702,0.05095233,0.004617444,Female
5512.287646,3182.765952,11024.57529,5512.287646,-8.21E-16,-1.200000014,2756.143823,8268.431469,5512.287646,4.9548416,0.01381537,0.133628659,184.5703125,8.529317,434.73782,126.25249,0.42842323,3173.201395,2838.992145,6398.739085,0.003059265,0.14266239,0.03682974,Female
5512.37048,3182.718134,11024.74096,5512.37048,-1.82E-16,-1.200000005,2756.18524,8268.55572,5512.37048,49.812923,0.034210544,0.066420751,123.046875,5.098855,449.69254,141.79933,0.38558075,2440.331759,2900.054247,5885.742188,0.006436324,0.2323757,0.26862508,Female
5512.234491,3182.643355,11024.46898,5512.234491,1.87E-16,-1.200000006,2756.117245,8268.351736,5512.234491,18.927967,0.021349965,0.082745334,123.046875,9.861363,520.4753,136.13422,0.39981872,2890.018225,2922.207285,6341.65962,-0.002694887,0.12762025,0.09985366,Female
5512.397421,3182.702581,11024.79484,5512.397421,0,-1.200000003,2756.19871,8268.596131,5512.397421,18.787086,0.018697387,0.059080759,107.6660156,10.727267,541.37665,137.50156,0.325076,2456.475619,2826.48287,5602.836914,0.039648528,0.10737331,0.07773466,Male
5512.22814,3182.643355,11024.45628,5512.22814,4.78E-16,-1.200000006,2756.11407,8268.34221,5512.22814,141.05807,0.0589762,0.050647269,117.4538352,5.0648613,500.65994,167.10712,0.40881595,2059.901287,2626.24227,4665.975952,0.001161313,0.26534092,0.7632789,Female
5512.39819,3182.702137,11024.79638,5512.39819,5.73E-16,-1.200000003,2756.199095,8268.597285,5512.39819,112.5277,0.04558758,0.052303033,103.359375,7.5141563,463.53268,145.3154,0.29921728,2200.313771,2624.620911,5010.634167,0.024208366,0.22343136,0.48567456,Female
5512.383666,3182.710522,11024.76733,5512.383666,4.09E-16,-1.200000004,2756.191833,8268.575499,5512.383666,16.160393,0.018467195,0.031802642,143.5546875,13.693804,573.5037,170.90457,0.39908144,1471.62632,1946.609078,3339.383033,-0.00985085,0.08751942,0.07689226,Female
5512.426249,3182.685938,11024.8525,5512.426249,-8.30E-16,-1.200000002,2756.213125,8268.639374,5512.426249,96.766815,0.035980668,0.017940759,135.9991776,13.314921,579.1106,224.9909,0.43187872,1068.1378,1623.270447,2290.410123,0.019367463,0.12924972,0.30453908,Female
5512.223947,3182.643355,11024.44789,5512.223947,-9.71E-17,-1.200000006,2756.111974,8268.335921,5512.223947,46.100285,0.03397451,0.061368587,123.046875,10.658861,577.659,176.88797,0.3224479,1766.678667,2109.347811,3395.159217,-0.017419795,0.1385792,0.26848167,Female
5512.057975,3182.643349,11024.11595,5512.057975,2.33E-16,-1.200000015,2756.028987,8268.086962,5512.057975,91.93875,0.060712058,0.034278154,117.4538352,7.871127,523.8276,198.44283,0.3015511,1409.239198,2067.968627,3029.370117,0.008063079,0.26364663,0.86443615,Female
5512.212711,3182.643355,11024.42542,5512.212711,5.05E-16,-1.200000007,2756.106356,8268.319067,5512.212711,103.660416,0.051972184,0.122860046,129.1992188,7.841266,563.7245,183.3298,0.33695847,2375.932505,2382.301994,4709.742188,-0.024377676,0.24742843,0.6219388,Male
5512.074324,3182.643349,11024.14865,5512.074324,-7.49E-17,-1.200000014,2756.037162,8268.111486,5512.074324,21.184586,0.028599057,0.112698351,112.3471467,7.977305,482.01324,155.24005,0.35834664,2350.412474,2471.029181,5127.435662,-0.010222772,0.22392032,0.16354771,Male
5512.120717,3182.643351,11024.24143,5512.120717,-4.00E-16,-1.200000011,2756.060358,8268.181075,5512.120717,50.968704,0.041873258,0.061612027,151.9990809,9.075404,526.2515,169.91176,0.31276256,1852.328261,2320.978143,4010.464638,-0.015444996,0.20660812,0.39442343,Male
5512.283518,3182.643356,11024.56704,5512.283518,-3.24E-16,-1.200000004,2756.141759,8268.425277,5512.283518,266.45776,0.07233219,0.02748925,123.046875,6.8791804,488.7729,212.12073,0.33446476,1042.669503,1818.382006,1791.347168,0.000876041,0.27691293,1.2355542,Male
5512.298335,3182.759781,11024.59667,5512.298335,1.84E-15,-1.200000013,2756.149168,8268.447503,5512.298335,76.63367,0.052947115,0.033508926,135.9991776,8.809346,443.89413,201.07794,0.26073527,1188.931437,1905.484233,2305.647786,-0.013664714,0.18802324,0.65832144,Male
5512.195896,3182.643354,11024.39179,5512.195896,3.21E-16,-1.200000007,2756.097948,8268.293843,5512.195896,105.51306,0.05394723,0.028989105,112.3471467,9.866126,531.66095,214.79346,0.26076064,1226.469486,2007.238971,2515.138782,-0.014144882,0.17215325,0.68856376,Male
5512.281345,3182.769589,11024.56269,5512.281345,-1.08E-15,-1.200000015,2756.140673,8268.422018,5512.281345,46.13885,0.042778913,0.048905283,129.1992188,9.213776,554.75616,156.21397,0.32505554,1894.573975,2453.178835,4375.977539,0.008245707,0.19289367,0.42153198,Male
5512.041694,3182.643348,11024.08339,5512.041694,-6.45E-16,-1.200000017,2756.020847,8268.062542,5512.041694,67.670166,0.053036872,0.042191462,135.9991776,8.981589,528.0025,185.29163,0.2668353,1409.275295,2166.13728,2932.868081,0.011843426,0.21056516,0.66308755,Male
5512.368872,3182.719062,11024.73774,5512.368872,-9.22E-17,-1.200000005,2756.184436,8268.553308,5512.368872,35.5716,0.029088436,0.053544244,184.5703125,7.6537385,504.7842,175.88428,0.38549072,1926.291666,2388.884,4435.710126,0.004159781,0.18008552,0.19081923,Male
5512.255141,3182.784715,11024.51028,5512.255141,-8.61E-17,-1.200000019,2756.127571,8268.382712,5512.255141,49.48406,0.046882022,0.051212579,129.1992188,6.5341587,430.3612,196.89598,0.33463028,1570.939951,2005.697579,3207.468484,0.010393795,0.28880855,0.5081759,Female
5512.30796,3182.754225,11024.61592,5512.30796,0,-1.200000012,2756.15398,8268.46194,5512.30796,123.44109,0.06557579,0.074514039,129.1992188,4.4987288,387.2679,168.02142,0.3693509,2126.564516,2383.920831,4424.317691,-0.007964061,0.39500558,0.9806174,Female
5512.308054,3182.754171,11024.61611,5512.308054,1.35E-16,-1.200000012,2756.154027,8268.462081,5512.308054,113.20684,0.06278329,0.104770195,198.7680288,4.6480775,515.2353,190.18628,0.44007337,2423.54708,2394.46639,4923.736894,-0.009050215,0.43485275,0.85009915,Female
5512.09103,3182.64335,11024.18206,5512.09103,0,-1.200000013,2756.045515,8268.136546,5512.09103,20.42559,0.027525513,0.073556141,151.9990809,9.426427,593.1528,174.64963,0.36335933,2196.207002,2372.137091,4589.416274,-0.003789123,0.18696211,0.16447906,Female
5512.294792,3182.643357,11024.58958,5512.294792,0,-1.200000003,2756.147396,8268.442188,5512.294792,65.99134,0.035046704,0.042399538,103.359375,8.660028,515.2109,190.01682,0.3607565,1761.33803,2336.375056,4006.098633,0.006491312,0.17616023,0.2778067,Female
5512.267905,3182.777348,11024.53581,5512.267905,-6.53E-16,-1.200000017,2756.133952,8268.401857,5512.267905,81.220215,0.058476582,0.03700741,129.1992188,6.726902,395.2196,218.96552,0.26838937,1370.565853,1907.878416,2869.872008,0.000682317,0.32892576,0.78361607,Female
5512.158415,3182.643353,11024.31683,5512.158415,-6.01E-16,-1.200000009,2756.079207,8268.237622,5512.158415,38.70256,0.03462767,0.050469374,129.1992188,8.27096,553.3854,190.81421,0.38186225,1517.124008,2020.742667,3107.846832,0.003966694,0.21526031,0.27057073,Female
